Sn,Date,Reviews,Refund,Serial,Sales
50129,24-Oct-18,"I had an appointment for 8:30am, but I didn’t get any news about my car until almost 4pm. And that news I had to call in to get; I did mot receive a call feom Nissan. Also, when I picked up the car, there were a number of recommended additional maintenance items, but the technician I spoke with rushed me through getting out the door and didn’t really discuss the recommendations with me thoroughly.",6,64,-1
50137,21-Oct-18,I had to wait 2 hours for a shuttle.  I was not notified the status of my vehicle until I had to call from home before closing.  Failed to give us the service paperwork.,6,64,35
50142,20-Oct-18,They had my car for 2 months.  Went in for recall on brakes.  2 months and $4000 later I got my car back.  Filthy xxxxing dirty dings and paint chips in car license plate off.  ,6,64,16
50153,13-Oct-18,I give them a zero if I could give them no starts then i would this is the most terrible service that i have ever had ,6,64,9
50157,12-Oct-18,"Took my car for transmission problems, when the car was ready,  i whent to pick it up, before I got in it I noticed dents and scratches on both sides of car. I called the manager and asked what had happened nobody knew I told him just fix it, he said it would take  like four days. Told him I will need a loaner he said they didn’t have any.  I had to drive a borrowed truck for a week gas was killing me spent $300 in gas, the next week I called them to see if my car Was ready well no it wasn’t. So I told them to give me a loaner because I need it, so this time they did. It took two weeks for the car to be ready. When I got it back it had dents on the doors like they don’t care about other peoples property, but I just wanted to get out of there so I didnt say anything and the cars fuel was on red they didn’t even bothere to give it back with the same gas it had, almost didn’t make it to the gas station but they expected me to fill the tank on  the loaner car worst place ever. I will never ever buy another Nissan in my life time. and will make sure my kids Never do either ",6,64,-1
50162,11-Oct-18,after i bougth a use car they give me a detail because they was to busy and he day of the purchase i toolk it in and the service damaged my interior i talk to the service manager and show him the damage after that he said what did you expect you but a use car he was rude and a lier they never fix the damage in my car they suck .,6,64,-1
50164,10-Oct-18,Not very happy with the service I was provided yesterday. I went through the supposedly “express service”. After more than 2 hrs of not getting an update on my vehicle I finally went on a hunt with my 4 yr old to see what the status was. Turns out my vehicle had been done for awhile but no one mentioned that to me. I will be taking my business elsewhere and will no longer purchase vehicles at this Nissan dealership (3 so far and was going to be another). Very poor service!,6,64,-1
50175,05-Oct-18,Extremely slow to perform work and return calls. I believe they had no clue how to make needed repairs and causes damage with their attempts to repair the original issue.   ,6,64,138
50178,04-Oct-18,"I had to spend the weekend without my car due to Nissan not calling to let me know the car was ready, nor answered my call. When I talked to the manager, he laughed and said ""what do you want me to do?"" ",6,64,763
50192,30-Sep-18,The advisor fixing my car was nice but i left then called back and someone else told me i had to pay money for them to fix something that was fine until they touched my car.... ,6,64,-1
50209,27-Sep-18,Constantly having to call back for any information needed on services or part orders that have to be placed for my car. Sales/ Service Representatives ALWAYS take down my information (name/ phone #) yet NEVER contact me. Have been with Nissan since 2013 and have nothing good to say about this dealership or services performed. Like my title above it is by far the WORST!,6,64,46
50212,26-Sep-18,"customer service was very poor, the operator(s) are rude, no empathy, no smile when they speak. they just transfer call and leave it as that. once transfered the phone just ring and ring and then hung up. everytime i call, it is the same poor customer service. in the service department, Raul was pleasant and helpful.",6,64,-1
50213,26-Sep-18,So my car was put into the shop to get my transmission fixed they fixed my transmission and I couldn't even drive my car off the lot my suspension was all messed up . And I was fully under warranty they only covered a rental car for 5 days my car was at the shop for 2 full weeks. ,6,64,31
50222,22-Sep-18,"A coolant leak occurs in the one place in the car that requires a $3400 repair. One day after picking up the car from that repair, we discover the car's computer -- never a problem before -- is malfunctioning. Another $800 repair. (What a coincidence that the computer broke immediately following your other repair work. But you promise it was not related.) Told it would take 3 to 4 days to fix. It took eleven. 

Why would anybody recommend this place?",6,64,12
50227,20-Sep-18,"i was told i need an appointment for the service i needed. get there end up not needing one they could find my car, big mess they put back my old battery instead of a new one loose my borrowed battery loose my car was told over the phone my batter will cost $60 end up paying $40 for it only good thing that happen wait time of 2hrs 30 mins. lost a day of work because was told i needed appointment they end up sending me through Express line.. ",6,64,71
50245,12-Sep-18,"I give 2 star for the great service from the  technician who was able to fix our car. We were inlove with Nissan even before we bought our 1st car until we encounter a 1st major error in our Car. The Service Advisor who took care of us Jesus did not give us a fair service. He seems don't trust us  (bec they know you wont pay any). We need to call a hundred times just to give you updates on the status of your car! They wont give you satisfactory answers from all the questions you ask! Our car was there for almost 3 weeks. If we didnt check the status all the time, we wil not know that our Car is ready..  They promised to update but no calling back... You want to talk to someone else, but nobody is available...Just keep bugging them and voicemails will be there for you! But we Thank the Service Director Alex, he do some explaining once. We  picked our car full of dust inside and seems tney missed to do the car wash they usually offer for every service! (We just thought we dont deserve a free car wash since our car service was all covered bec of warranty!) Thank God for that!  even the rental, they just offer a week before the car is ready, But we Thank another advisor Erick, we ended up going home satisfied and answers have been given, we will definitely look for Erick in our next service! ",6,64,90
50246,12-Sep-18,"A Los mecanicos Les falta mucha mas experiensa no parece que fuera la Nissan por que lleve mi camioneta por UN ruido en El motor que no es normal y me dijeron que era normal.yo tango manejando Nissan por 17 anos ffrontiers  exterra, sentras y me esta desepcionando Nissan recientemente cambie mi frontier 2000 por una frontier 2017 y un sentra 2001 por un sentra 2017 El ano pasado y laberdad me an desepcionando Nissan ",6,64,235
50282,25-Aug-18,I came to Nissan of bakersfield to service my 350Z. I was given a very high quote and to do unnecessary services. I ended up going to a local car service mechanics who serviced my car with fraction of the cost. I will never go back again to Nissan of Bak!  ,6,64,0
50290,23-Aug-18,Took my van for service they didn’t check my fluids my coolant was low never check my air filter I checked myself it was really bad they rotate the tires and left them under inflated with the low pressure lite on terrible service ,6,64,4
50324,10-Aug-18,"Horrible service. Totally disorganized. No place to check in with anyone. Feel lost when going in. Hope the was another dealer in town. 

Made me reconsider my Nissan purchase. 

",6,64,60
50330,07-Aug-18,"I went in for because my Nissan has a recall on the airbags. I made an appointment prior to going there. When I showed up I still had to wait for quite some time to get someone to help me. Once the gentleman helped me I proceeded to go inside and sign up for the shuttle. I waited for a very long time over an hour and then finally saw someone come inside and get these two ladies, I asked around to see if he was the shuttle driver and he was. There was no announcement made that he was there, he just grabbed people and left. I had my nine month old with me so I rushed to the driver and one of the ladies (guest) had an issue with me going without a base for the car seat. She was livid and kept going on about it being illegal (which it’s not). I decided to wait for the next shuttle. Again, I waited for another hour. I went outside to check on the status of my car and they told me it would be another 1:30. I see the same shuttle driver and ask if I can get a ride this time. Finally I get to go home. They call be later that my car is ready and I have my husband drop me off. I wait in the waiting area for a good 40 minutes before I get any kind of answer about my car. The receptionist is useless. When I see the gentleman that helped me I ask him about my car and he says he was at lunch and why didn’t the other guy just grab the paperwork for me? Apparently the other guy was just in the back chit chatting. I was so mad that Nissan would waste people’s valuable time. I have a family and things to do, my time is not free. ",6,64,577
50333,05-Aug-18,"No greeter, was told appts aren’t made online although I received an email confirming my appt. when my car was ready the employee didn’t give me my keys or tell me where my car was parked. Found my car on my own and guess what.. no keys. Asked another employee and they couldn’t find my keys. On top all that I brought my car in at 123191 miles, but when I got in the mileage was at 123200. Can’t figure out how 9 miles were put on my vehicle when all I had done was an oil change. Usually have a great experience at Nissan of Bakersfield but not this time. ",6,64,6
50340,03-Aug-18,"Felt unimportant.

Ignored.  Ignored.  Ignored. Did not  engage. Ignored Ignored .  Looked over my head.  Talked to other customers,  Ignored.  finally they took the car in but it took a lot of time to get ACKNOWLEGED..
",6,64,-1
50350,01-Aug-18,"never buying from nissan of bakersfield again, biggest mistake i have made!! far too many inconveniences one after another on both sales and service side. this dealership overall is a joke.",6,64,-1
50372,21-Jul-18,"Spend over 55k on a premium SUV from the pre owned certified lot. 5 weeks of driving and the brakes start squeaking. Got an appointment made into the 6th week and I was told the rotors need resurfacing . Brake pads were at 8mm. 
Dealer refused to cover cost of repairs and then sales agreed to split the cost. 
I was told that at the time of their inspection before sales all was good. Ya right , of course they will say that . I mean how many people we know who chicken out of situations and would never man up to a mistake and take accountability and corrective action, a lot right. 

Called the sales guy Salvador and texted him. This guy is all promises and no follow through. Then will not have the basic decency to reply to a text or return calls. Typical slimy sales rep.

As for the service center itself it appears to be short staffed and the service reps have the worst demeanor . No concept of basic customer service. No improvement in 5 years . 

To sum it all, Nissan of Bakersfield has lost our business and respect. No more business to these guys for sure. ",6,64,69
50379,18-Jul-18,"I went in for a speaker repair and brake and rotor replacement.

The speaker was repaired, but I had to take my car back the next day and my auxiliary Port is still operating intermittently. 

Additionally, I was told that the quality stock parts weren't available but the off brand rotors and brakes were available. They charged me the same price for the off brand as the stock parts. It was disappointing to say the least. I could tell the management did their best to appease but my time and finances were not valued.

I also had an appointment scheduled and had to wait 30 minutes by my vehicle before being properly addressed. That's unacceptable.",6,64,50
50397,10-Jul-18,"Was estimated 1 to 2 hours wait time for a recall service, when I arrived and checked in for my appointment, I was then told it would take 3-4 hours, and when they finally finished I had been waiting for almost 6 hours. What was the point of having an appointment if it took hours to get to my vehicle? ",6,64,-1
50422,30-Jun-18,"June 27, 2018 took my car in at 1020, with Jesus. I did not have an appointment so I did understand there would be a wait. Trying to convince me to take the shuttle home stated I will put that you’re waiting on the paper. He checked back before lunch said will be after lunch again tried to convince me to take the shuttle home. 2:10 pm checked with receptionist said they hadn’t started on car yet and I could go out to his office to check on when they will start on it. An update would have been nice.  Other people that came after me leaving before me but I really didn’t know their circumstances if they had waited like I did but went home and came back. No work was done that day and no rental offered eventhough I asked since I had errands to run. He said that’s usually only for big jobs. Had no compassion about my situation. Very flat affect. Most of the personnel seemed like it was a bother to help, overworked unhappy to be employees with your company and unpleasant. No one smiled. My car was ready the next day at 10:00. I must say Jesus had a much better disposition and the receptionist was nice on that day. ",6,64,163
50437,23-Jun-18,"I went to have my transmission serviced and to check if my car had any recalls to be dealt with. I asked for an oil change, and for them to check a window switch. They replaced the wrong window switch, a door lock started malfunctioning, and my battery started having issues. I made multiple visits to correct problems the service department did to my vehicle. I replaced my battery at a different establishment. I am leery about returning to this dealership for service. I will be taking my vehicle to a different dealership in the future.",6,64,13
50448,19-Jun-18,"Normally my service experiences have been overwhelmingly positive but this time was awful. I filled out everything online but the staff didn't know why I was there. The estimate I was given online was way off compared to what they charged me. It took ALL DAY-- I dropped my car off at 9 a.m. and it wasn't done until after 4 p.m. And when I finally got my car and paid the (double the estimate) bill, NO ONE explained any inspection work nor did I get any documentation to show any issues with my car, or possible issues in the future. I've always been satisfied with Nissan of Bakersfield's service in the past. If this is the new normal I won't be doing business with them in the future.",6,64,-1
50451,19-Jun-18,"They first tried to get my wife to use synthetic oil even though every service had been with regular. They kept insisting she switch. They also told her she needed brake fluid for $145.00. Yeah. That’s right. I checked the fluid when I got home to make sure it wasn’t leaking and sure enough, the reservoir was full. They ended up selling a battery kit - probably a service she didn’t need but I can’t verify now since it’s already been done. ",6,64,-1
50536,27-May-18,Im very unhappy that the website displays one price but when it comes to paying after the service has been done you pay higher amount then what the website displays. Previous visit had a lower amount printed on the actual paper work but was cross out and was charge a higher amount. ,6,64,-1
50570,16-May-18,"Showed up to pick up my Nissan Frontier..it took at least  10 minutes for someone too help me.  I was the only customer at the time. The techs looked confused.  My guy was at lunch & nobody knew what too do Next!  Overall, i’d Say they need Customer Service Training! There should be some kind of protocol if a tech goes to lunch.  The customer should not need too be waiting around.  ",6,64,13
50574,14-May-18,"Service advisor was fine. Another person called me about one item which was warranty work. No one advised of the battery issue which was coded as red. It was marked deferred as if I told them I would wait on that. Not the case, so maybe they intend on coming to my rescue when I am stranded somewhere with a battery issue, NOT. However the worst is how they have it arranged to pick up your car. Allow at least 30 min for them to even acknowledge you and locate your car. Pitiful customer service",6,64,-1
50576,13-May-18,"The service manager was rude
I guess it being Saturday he felt me coming in after 1 pm would make his day to busy
Would never go there again",6,64,-1
50586,09-May-18,"My experience with Nissan was the worst display of customer service I’ve ever experienced. I never received a call the entire time my car was with them I constantly had to call and inquire about my vehicle. I was constantly lied to and manipulated out of money I did not have I am extremely disappointed and I will be issuing a complaint with the bureau of automotive repair 

Raul was not who I spoke with concerning my vehicle ",6,64,179
50590,06-May-18,"The previous time I was there the technician said one of the shocks was licking.  Then I this Saturday I asked to change that shock but now a different technician said everything was fine. But now I am not sure who was telling the truth. The experience of this last tecjnitia was not showing at all, from the beginning he did not find the records of my car, I had to show them the previous report. Then at the end he gave me different car keys. That is why I have doubts regarding his opinion about the shocks.  Did it got fixed itself? And one more thing, I always keep records of my car service buy he did not put back the service records from December 2017, I asked him to put it back in the glove compartment and he did not do it. He should be fired right on the spot. I can't believe Miguel did not put my records. Please if you can send a copy to me of December 2018.",6,64,214
50647,16-Apr-18,"First service diagnostics . I repeatedly asked if it the diagnostics was a FULL diagnostic and if everything would be checked . I was reassured it would be and how “amazing” the “multi point diagnostics” was . Once it was done and problems were fixed ... I began hearing a noise . I called the guy back and made him aware of the noise and he said we’d schedule another appointment. I was curious as to why there were still “unfound”
Issues when we just had this diagnostics and my warranty just paid for multiple things to be fixed . He went on saying they only check things from
Initial complaint or concern . I reminded the guy prior I asked multiple times will EVERYTHING be checked with the diagnosis. Long story short I feel Nissan DIDNT DO A THOUROUGH JOB AS PROMISED or the associate helping me isn’t too aware on your own services . I was told the diagnostic checks everything and although $6,000 of work was done , there is still issues ! And he claims it’s cause “I didn’t initially bring it up” when from the get I asked if it would detect ALL PROBLEMS AND STRESSED THAT & how I wanted everything checked and made sure it was set . That wasn’t done ! I was made to feel as though I’m at fault . Issues are still occurring and yet I haven’t went back because Nissan lies, then blames customer. ",6,64,214
50718,28-Mar-18,I went in on 3 27-18 for oil change when I left my car was making a weird noise and very shaky.  I was hesitant to go back because usually takes forever.  But it was very weird to me my car was not doing that noise. I had my 2 children in the car and when I went back they told me they had left loose lug nuts on my tire.,6,64,19
50720,27-Mar-18,"I brought my wife's car in for a check engine light when I was informed of a recall in my driver's air bag. They corrected the light and replaced the air bag and sent me on my way. 

I drive off to realize that they out my stearing wheel back on crooked so I had to turn around and drop my car off for a second time and wait another hour.",6,64,-1
50752,11-Mar-18,"I’ve been going to Nissan for a long time, and every time I go, I feel service gets worse and worse. When I arrived, people were more focused on their cell phones then me as a paying customer. ",6,64,-1
50755,09-Mar-18,First of all those women at the front desk of the service department obviously hate their jobs judging from the unpleasantness of their customer service. Then I could never get a hold of my service rep. They quoted me 3 different prices before finally settling on one that I'm guessing suited their needs most. Car is running fine but still so much wrong with the detail job. Still dirty......,6,64,-1
50772,04-Mar-18,"It's a long story but I went in for an oil change and they forgot to put back some screws, after calling them and taking the car back they denied the whole thing and I bought my vehicle from there it was my 3rd change and haven't taken it anywhere else.",6,65,0
50806,23-Feb-18,Technician had an accident with my car and when It came to resolving  the issue they told me it would cost about $200 to fix so they have me a credit of $200 for the cost of service they performed . and after obtaining a quote from a very Reparable body shop found out it would be over 1000 dollars to fix.,6,65,-1
50810,22-Feb-18,It was a bad service since they couldn’t find out what was wrong with the car. I been having many problems wish the car. ,6,65,134
50816,21-Feb-18,I went in for my first oil change on my 2017 Nissan Frontier and left with an oil leak they failed to check there work to ensure they did there job correctly ,6,65,4
50847,10-Feb-18,"I came to Nissan of Bakersfield to test drive the Nissan Rogue. I was in the market to buy a car but I was looking at multiple car brands and cars and wasn’t set on one yet. Jerry was helpful with looking for different types of Nissans but when it came towards the end, we went inside to discuss options. I told him upfront I was just looking. He asked to run my credit and before I signed the paper, I asked how bad it would hurt my credit. He told me that it would only affect it a few points. He was trying so hard for me to buy the car that I don’t think he realized how uncomfortable I was getting. I started to feel like it was harder and harder to say no and walk out. Mention that I told him multiple times that I wasn’t planning on buying a car today and my answer was solid.   I didn’t buy the Nissan but a few weeks later I purchased a car from a different car company. When the ran my credit, they noticed that Nissan ran my credit though SIX banks. Never did Jerry inform me of this every time he came back from talking with his manager about deals and prices. I am so frustrated with the lack of putting the customer first. I also found out the Jerry lied to me regarding his claim that after 4 months of making payments, I could go to a bank and they would refinance my “new car” and I would be likely to get 0% interest. I learned from multiple people that his statement was wrong. When you go in after four months, I would refinance a used car and the likelihood of getting 0% was unlikely. I will never buy a Nissan because of this experience and I will never refer anyone to this dealership ever. ",6,65,-1
50874,01-Nov-17,"I have been trying to call for my 83 year old mother who has both drivers and passenger side airbags for replacement, she is scared to death and no one will return or answer a phone so I can speak with someone!! Wished there was another dealer close have had many problems with this dealer.",6,65,-1
50947,11-Nov-16,"No customers service how so ever on parts department, they don't nothing about parts I don't recommend to buy nothing there in til Miguel who, he supposed know his department he doesn't know nothing so please stop supporting this business in till they have people with knowledge  about nissan part's. ",6,65,-1
50951,03-Apr-16,"I purchased a vehicle 2015 model, I was told by the sales person and the sales supervisors that the vehicle had had only one owner; they showed me a clean CARFAX report. I stupidly trusted them.
I noticed some abnormal driving conditions in the car that evening when I first drove the car home; it was very unstable on the Highway. I returned the car back to them right the day after of the purchase. One day later they gave me the vehicle back and I was told that they fixed the alignment on it. I drove it for probably 30 minutes on the highway and I noticed the same issues in the car. I was driving it back to the dealership again and lost control of the vehicle on the highway. I crashed because of the unsafe driving conditions of the car. They have refused all the responsibilities in this matter. Now the car is been fixed in a collision center, paid by my car insurance; the owner of the collision center showed me, once the car was dissemble to perform the repairs, that this car had been involved in previous accidents and they had made the repairs very unprofessionally, all ""MICKEY MOUSE"" repairs. What a shame Nissan of Bakersfield. I have tried to contact the sales supervisors and managers in regards of this bad situation but they are never available.
If YOU are thinking at buying a recent model car do not even look at Nissan of Bakersfield. Be aware that even if the CARFAX reports show clean cars. Their vehicles have poor quality repairs from previous accidents. They buy all the cars from the auctions where all the rental companies dispose all their junked cars. I do not want anyone to put their life at risk as it happened to me.
The employees of Nissan of Bakersfield are totally honest less at the time of selling their merchandise.",6,65,598
50953,01-Apr-15,I am very happy with the truck however the sales department was is dishonest with me.. I had to make a payment on my trade in and it has been well over 20 days and they still have not paid off my trad in.. I was told it was paid off and that the check was going to be overnighted when they discovered it wasn't paid off. They said they were going to overnight the check two times... I am awaiting the results on the second attempt regarding the payoff on my trade in....,6,65,-1
50954,17-Jun-14,Your advisor was very rude and said he could understand what I was trying to tell him when I went to pick up my car but he understood when drop it off. I am very unhappy with your service advisor.,6,65,53
50955,06-Jun-14,"Hello,

I took my car for servicing at 10:00 Am in the morning and I received a call at 5:00 PM in the evening that they want to keep my car overnight for servicing. They messed my car's carfax report and in a previous visit, the service advisor requested to change some parts citing they are malfunctioning. When I checked them and verified in front of them, they are working fine. They want to charge customers money for the services and parts that are not required. High costs for small works. I dont recommend this service center for any car servicings.",6,65,-1
50956,06-Jun-14,"Hello,

I took my car for servicing at 10:00 Am in the morning and I received a call at 5:00 PM in the evening that they want to keep my car overnight for servicing. They messed my car's carfax report and in a previous visit, the service advisor requested to change some parts citing they are malfunctioning. When I checked them and verified in front of them, they are working fine. They want to charge customers money for the services and parts that are not required. High costs for small works. I dont recommend this service center for any car servicings.",6,65,-1
50957,03-May-12,"I don't trust their service department.  We've taken our van in a couple of times, and they have a $98 diagnostic fee...a fee I think they charge just to pay for the time they spend looking for stuff they can fix on the car.  We took it in for a rattle, and they came back with $3800 in repairs to the timing chain, power-steering line, oil something or other, and brakes.  Holy bleep!  Also, their courtesy shuttle to and from your job stops running at 4:30, so you basically have a ride TO work, but not FROM work.  Ugh!",6,65,-1
50959,27-Mar-11,"Bought my car from this joke end of January. Gave down payment and all in needed....so I was told.   A few days later the salesman shows up at my door which is 75 miles away. Then goes to my work which is another 20 miles away.  He tells me they revised my contract to better terms. Should have known that was too good to be true.  I look over contract and everything looks legit so I sign and give the Guy some more info he says he needed.  I ask him if he needs anything else he saysno we're done and enjoy the car. 

Maybe a week later he asks me for a copy of my check stub which I'd already given them that info when I bought the car. And offered new ones when he came to my work.  So I FAX him check stubs.   He calls again a few days later.  I'm at work and can't be spending my day resending info to people who are losing it obviously.

So a week or so later...still asking for check stubs. So I send again AND mail em to be sure. 

Next day my boss calls n says the finance company was wanting her to FAX employment verification including pay info.  So she sent it.  I also got a note from my insurance that the finance Co had been added as lien holder. All is good. 

I get a call from dealership saying my approval is going to expire because I did not get them check stubs and add lien holder and give them references. I had given them 6 already. 

The next day I get a statement finally from the finance company
  Payment is due right away. So I call finance Co and ask best way to make payment. They advise western union so I go on my lunch and make payment. Called them back n gave confirmation number. He confirmed they recd pmt.  All done.   I figures dealership is behind on work. Finance Co says all is good.

Almost two weeks later I get woke up at 9:30 my car is being repossessed by the DEALERSHIP! !!! Mind you this is almost two months after I drove off. 

I'm writing this before I can get ahold of the dealership but if they went that far over some papers THEY lost I can only imagine how. That's going to go over when I get aholdof them. 

Do not buy a car from them. I will do everything I can to make sure everyone knows their crappy ways! ",6,65,0
50960,08-Jul-09,"My car was traded in on May 29, 2009.  There was a balance of approximately $4,500 still outstanding on the trade-in.  The payment due-date was June 5---plenty of time for Nissan to pay off the balance as agreed.  Nissan of Bakersfield did NOT pay off the car until July 3---yes, that is correct, July 3, and now I have a negative report on my credit.  From June 14 on, I was assured that payment was being forwarded to the lender, and I would NOT need to worry about my credit rating.  WRONG!!!!  I have contacted an attorney, Nissan Corporate, and my next stop is the local media.  This is outrageous!!!!!!",6,65,-1
50961,03-Mar-08,"My husband and I both like Nissan cars, however if you want to buy a Nissan I would suggest you travel to another Nissan dealer.  Nissan of Bakersfield is managed by a foriegner who is unethical, and has no idea of American values.

We purchased a brand new 2007 Nissan Quest in 7/2007.  Despite being a new vehicle, it was mistreated while sitting on the dealer lot.  There were numerous scratches in the paint, the headlight was very scuffed, and the interior had several large grease stains in the carpet.

After making the decision to buy the Nissan Quest, it took a total of 3 days and more than 8 hours to complete the transaction.  Despite being ""pre-approved"" by our ban prior to our arrival at Nissan, we were still made to wait for hours.  We encountered deceptive business practices.

Upon driving our new car home we did not have all the accessories that came STANDARD with our car such as: 2 keys, 2 keyless entry remotes, the
cordless headphones for the DVD, DVD remote.  We waited weeks for these items.

The ""new car detail"" was a failure!  We left our car with Nissan for 5 days to have the scratches in the paint fixed, interior stains removed.
After 5 days I returned to pick-up my car to find only 1 scratch had been fixed.  While fixing only 1 scratch on the driver door (ignoring the rest) paint thinner was splattered on the window. 

I had to return another time to have the interior stains removed.  

Another trip was required to fix the driver window, and replace the scuffed haedlight.

There was another attempt to fix the scratches in the paint, but it only resulted in more damage.  While some scratches were fixed, other scratches were made.  We took our car to the dealer with 1/4 tank of gas, and it was returned to us on empty with the gas light on.  I had to drive to the gas station to buy fuel, but the fuel release button was not working, so I had to have it towed back to Nissan.


According to Nissan the fuel tank release button fuse was not plugged in after fixing the window. 

Unfortunately, while plugging the fuel release button back in, the mirror on the driver door came loose and it was impossible to use the norror due to the intense shimmying.

Returning to Nissan was required to have the mirror fixed.
",6,65,4
50966,27-Mar-20,"Service was standard..  Communication by Brian was Terrible .  Vehicle not ready as promised..  Service Dept lost my Lock Key To my Rims...  
Very Disappointed!! 
Got home in Ojai, Ca and had to turnaround and drive back to dealer..  No follow through..",6,65,-1
50981,13-Feb-20,"Someone made a mistake with our paperwork. Mistakes happen, it's how you fix them. It took us 20 plus phone calls and hours of our time before someone took us seriously enough to look into our issue. If you work with Sammy, run. They could care less about their customers post sale.",6,65,0
50983,04-Feb-20,Terrible having to wait 1 hour before you have a scheduled appointment! Totally poor business! Apologies after apologies doesn’t help! Bad service for me,6,65,79
50989,31-Jan-20,The Service Management has a bad attitude and blames computers and an out dated shop for why they couldn’t fix my car. Will not use this repair shop again. ,6,65,35
50992,28-Jan-20,"I bought my car on Jan 2 and I was told I would have 45 days until my first payment was due. I got a letter saying my first payment is due on Feb 1. I called the salesman that helped me with the car and he said just come in and we’ll fix it. I came in and talked to a finance officer and she told me it can’t be changed and I should have read my contract and it stated Feb 1st. 

I’ve now had this car for almost a month and still haven’t gotten a call for when I can get the tint put on. I could have saved money and went to a tint shop and gotten it done on the same day. The only reason I did it here is because I was told I would get a loaner car while they do the work, which after reading my contract I see also is not true. 

Now do I love the car, yes. Do I feel like I got cheated, not really.  It’s the inconvenience of it all. I shouldn’t be told one thing and not get it. That’s a real bad sales tactic. 

Moral of the story, don’t believe what they say. Believe what’s on your contract and read every single page before signing it. I will definitely not buy another car from here, nor will I recommend anyone else too.",6,65,-1
50995,19-Jan-20,"Beware of this dealership, You'd better know the ins & outs of car buying and financing.  Be prepared to challenge the employees. I've purchased 13-15 cars over the last 20 years & this was by far the worst experience. .  ",6,65,-1
50999,12-Jan-20,"Dealership advertised pricing and deal that was made originally was not followed through on. Sales guys blame finance guys, finance blames sales guys. Dont trust!",6,65,-1
51000,10-Jan-20,"I bought my 2019 Jeep Grand Cherrokee Altitude in November of 2018. It was sold to me with the wrong VIN number. Crown Dodge Ventura on King Street contacted me months later with the mistake. It took me countless hours, over 22 phone calls to the dealership, and dealership management with very few calls returned. I was offered nothing for my inconvenience. I had to call and correct the Mopar card myself. I feel I should have been compensated. I recieved 3 sets of registration stickers for the same car. The last set was sent to me Nov. 2019. I am so incredibly disappointed by this dealership, management and lack of customer service. Many friends have bought new cars in the past year. All I say is DONT GO TO CROWN DODGE. I love my Jeep but regret my choice of dealership. The customer service manager has yet to call me. I cringe driving to this place just to get an oil change. Which took 2 hours today. Unbelievable. Disappointing.......",6,65,20
51002,06-Jan-20,"The employees were very nice. My vehicle went in for warranty repair and when delivered it did not work at all. I did get a loaner. 

",6,65,92
51005,01-Jan-20,Absolutely horrible experience. Incompetent sales and service is an understatement. Stay far away.  What should have been a happy experience for my wife and I turned into a nightmare that lasted 3 months.  ,6,65,73
51006,31-Dec-19,STAY AWAY FROM JORGE! He’s a snake! We agreed to deal twice and at the last minute he tried to replace it with terrible numbers. DO NOT DO BUSINESS WITH HIM. He is not a man of his word and you will regret it.,6,65,-1
51011,23-Dec-19,"This is the worst Dodge dealership in the country. Do not even waste your time and go there. They lied to me and told me that they are going to give me 5 days option to finance my loan because the rate they gave me was so high, and after I got approved with my bank with 3% lower rate I called the dealer and they said that they already send my loan to the lender and that I cannot finance it with my bank. And I've been trying to contact anyone at this dealer to look into this issue and no one is answering me or even calling me back. 

THEY DO NOT CARE ABOUT THEIR CUSTOMERS. 

Before I bought my car from them, they would call me 5 times a day to go their and buy the car, after I bought the car I cannot get anyone on the phone to talk to about my issue with financing.",6,65,-1
51014,10-Dec-19,"This dealership is the worst I have ever purchased from! I had to find my own way around the BS they tried to throw at me. From interest rates on ore approvals to using. EP code from a retired worker to USAA rebates that arenas good as gold. DONT COME HERE, go to another Dodge dealer in the area!!!!! I love my car but I HATE the experience. ",6,65,4
51015,09-Dec-19,"Service dept is 0 stars!!!My wife's car was at the dealership for a month. For the first 2 1/2 weeks, I could not reach my service advisor, who later on I found out he was out on leave, but no one took over while he was out. I could not reach anyone in service, I left voice messages after messages and not return phone calls. Service manager Dave was of no help, was borderline combative towards my concerns and requests ",6,65,203
51017,01-Dec-19,Where should I start? This place is a joke. This dealership gives you a runaround and puts a bad name to the brand. Specially when you have sales associate like Max Luis who lures customers at any cost even though the dealership doesn't carry the car you requested. Won't recommend anyone to go buy from there.,6,65,-1
51019,26-Nov-19,The service department provides awful customer service. I waited 30 minutes in line before someone got to me just to tell they had too many cars. They wanted me to reschedule. Despite me having a appointment with with them.,6,65,381
51022,21-Nov-19,"I had a fleet vehicle sent to this site for pickup. I called to work out details on picking up and dropping off the old one. I was unable to get anyone to assist me for days. There were messages left with zero response back. It appears the vehicle was at the site for at least a few days to a week. I would get passed on to a different person whom was unavailable to help. The Dodge dealership in Manteca was 10 times better and would rate five starts. This group should get some training from them.

Jeff was the only helpful person. The receptionist was beyond rude",6,65,62
51024,18-Nov-19,Service writer was very unprofessional. We took my 2018 Jeep Wrangler in for the “death wobble fix”. The fix was part of a recall. He didn’t bother to look up my car or address the problem because his mechanic was unable to replicate the violent shaking I experienced. Told me he would just keep driving my car until it ran out of gas. When I went to retrieve my Jeep the service manager ( David ) intervened and was able to ascertain what the problem was and get it fixed. Johnny was rude and aggressive with my husband and I won’t be taking my Jeep back there.,6,65,-1
