,Date,Reviews,Ratings,Serial
3778,01-Aug-06,"I visited the used car division because on TV they advertised their ""Double Down"" sale where you ""buy one get one free."" The advertisement stated that if you purchase ""any car at any price"" you could pick a second car from the ""winner's circle"" absolutely free while supplies lasted. The sale started the same day we purchased a 2004 VW Passat for $22000. When we tried to take advantage of the advertised special, we were given excuses ranging from ""our credit score was not above 700"" to ""our car did not meet the price requirements"". I was a victim of a classic Bait and Switch. Don't make the same mistake. Advoid this dealership at all costs.",1,80
3789,24-Jun-17,"Here is what happened to me during my purchase of a 2017 Hyundai Sonata at World Car Hyundai in San Antonio, TX. After reading this you should understand why I scored the survey as I did.  On Saturday June 10th my wife and I visited the dealership looking for a 2017 Hyundai Sonata Limited. The sales person greeted us and showed us what was available on the lot. I had gone through Truecar and this is what led me to this dealership. There weren’t a lot of choices available on the Limited model in San Antonio. We found the 2017 Hyundai Sonata Limited 2.0 Turbo and test drove it. We liked the vehicle very much and decided to go forward with the purchase. During the negotiations the dealership presented a price and ultimately we decided on a price $500 less. Everything was set. I was going to pay cash but was told I could save more money if I financed with Hyundai so I did. From the time we agree on a price to the time I actually got the vehicle took approximately 4 hours. Seemed like forever. The financing when through just fine. We scheduled an appointment to have the appearance package added to the vehicle the next week. We drove the vehicle home and thought everything was good.   Three days later I get a call from the finance guy saying I added the wrong vehicle to my insurance. The VIN on the vehicle from the ID card they have does not match what they sold me. I verified that the VIN on the ID card is indeed the vehicle they sold me. Then the finance guy realized they screwed up and did the whole deal on the wrong vehicle. He said I would need to sign all new paperwork. I agree to meet him at a Starbucks halfway between my house and the dealership and sign the correct paperwork. I met him and while I was going through the new paperwork when I can to the document with the total purchase price I noticed the price had increased by $2600. He did NOT tell me this, I’m the one that pointed it out. I said we have a problem. This is not the price we negotiated. He said he understood but the price we negotiated was on a different vehicle. I said that was not my fault. I test drove the vehicle I wanted. And in good faith negotiated the price on that vehicle. He said I would have to drive back to the dealership and speak to the sales manager.   I drove all the way back to the dealership. Spoke with the sales manager and he said the only thing they can do is reduce the price by $500. I said that was unacceptable. They should give me the price we negotiated. It was not my fault that they used pricing on a different vehicle. He accused me of wanting free money. I requested to speak with the General Manager. Gave him my story and he agree to give me $1200 off but not the full $2600 price increase. This whole time neither the Sales Manager or General Manager EVER ONCE apologized to me for what was happening. The salesman we had (Andy Bailey) did apologize but he was the only one. I was in a dilemma. On one hand I wanted to scrape the whole deal and get my trade-in back. But we had the new vehicle for 3 days and I had no idea what had happened to my trade-in. Plus we had been looking for a new vehicle for awhile and had gone to a few dealerships and was so ready for the process to be over.   All said and done, they agree to reduce the total to $1500, but not the full $2600. I agree because I just wanted it to be over. I still feel this was wrong. I believe that World Car should have stood on THEIR mistake and compensated me financially as well as ALL the time it took doing this. They were completely unprofessional (again not Andy Bailey the salesman).   So the next week I take the vehicle in for the appearance package (on a Friday). Was told I would get it back the same day. I got it late the next day and there were scratches on the driver and passenger side window tents which the service guy pointed out to me. So  we set up ANOTHER appointment. I went back the next week and got the windows redone.   All told, I have been to World Car Hyundai 5 times in two weeks. I live 20 miles away.   This is why I scored the survey as I did.   Tim Glynn",1,81
3815,10-May-20,"These negatives reviews are very real. Nasty bait and switch tactic, they will say anything to get you through the door. 
Expect to pay at least 4-$5000 in additional charges On top of the car price and taxe and licensing fees,  like cleaning, recondition fee and other bs. Plenty of dealerships in the sea. Stay away from this place ",1,82
3816,09-May-20,"We went in on 5/9/2020 to look at Nissan Rogue Sports, which were being advertised at $17,700.  I'm not naive enough to think that $17,700 is the drive-away price, but the salesman we dealt with, Drey Pryor (sp?), told us that it was going to cost $26,000.  Are you kidding??

So they pulled the classic ""bait and switch"" which, by the way, is an actionable Deceptive Trade Practice in Texas.  But whatever, no hurt feelings.  I can brush off slimy sales practices and just head somewhere else without a care in the world.

What I CANNOT abide (and the real reason for my post) is how incredibly rude Drey was toward us.  He was aggressive, patronizing, and dismissive of any questions we asked.  He spent about 5 minutes talking to us, which was mostly him lecturing us about why we were naive to think the car would actually cost anything CLOSE to the advertised price.  He lectured us about waxing, ""scotch guard"" crap, refurbishing costs, etc.  

I repeatedly asked for a statement showing the drive-away price and the charges that would go into the price but he wouldn't accommodate us.

When we said we couldn't pay what he was demanding, he stormed off without even saying goodbye.  As soon as we finished saying the price was too high, he stood up and walked off, saying ""take care"" when his back was already to us.

Nissan of Rockwall: how do you employ someone like this???  I've never encountered someone so rude at a retail store before.  Shady and dishonest?  Sure.  But at the very least I expect common courtesy and civility while I'm being screwed.

DO NOT GO TO THIS DEALERSHIP.",1,82
3849,03-Oct-18,"I traveled over 3 hours to buy a truck that was advertised in listingallcars for a good price. I called before I traveled to be certain that my trade would bring a fair price and that there were no hidden fees.  I was assured that if my trade was how I described it there would be no problem. The salesman was actually a good guy but the process was so awful that I found myself having to demand that the key to my trade in be returned so that I could leave. I was first informed that there would be $2000 added to the advertised price due to previously undisclosed dealer ""add-ons"". Next I was told that because I wanted to pay cash that $4000 would have to be subtracted from the Nissan discount, next I was told that even though my trade-in was exactly as I had described they nonetheless could give me only $6000 for it - I was told $7000 over the phone. At each point in this somewhat grueling negotiation I was left, like the sucker I was being taken for, to wait while ""Management discussed the deal"". Next I was told that I would have to finance the truck in order to have the advertised price plus the add-on honored. I did not want to finance and I told them so but they insisted that I provide them with a credit application - I refused. It was not until I stormed into the ""managers"" office and demanded my key back did they offer to sell the truck at the originally agreed trade-in for cash. I would have walked anyway if I had not already driven 3 hours and spent 3 more hours in a stupid negotiation. This sort of treatment is exactly why car sales has such a horrible reputation. I can say this: I will never recommend a Nissan to a single person!

Sincerely,

Fred E. Beck",1,82
3886,25-Jan-18,"They list a price online and when you get to the dealership, the price goes up THOUSANDS of dollars because of ridiculous dealer add-ons that they refuse to take off. I don’t need nitrogen in my tires or free car washes!!!  JUST HONOR YOUR ONLINE PRICING!!!",1,82
3892,03-May-17,"I cant say how disappointed and angry my wife and I were after being led to believe one thing through emails and also on the phone with a salesman at Fenton about the deal we made, then driving 100 miles only to find out it was all basically a ""bait and switch"" just to get us there. Unethical to say the least. The first question I had was ""do you honor the Nissan VPP price""? The answer? ""I talked to my manager and yes, we do"". Then I proceeded to tell the salesman exactly what vehicle we found and wanted on the Fenton Nissan website. I then told him the VPP price and asked him specifically if we also get the Nissan rebate, AND the dealer rebate. He said...""YES"". I also told him we had a trade in and gave him all the info, including the payoff on the car. I specifically told him the car would have to be paid off during the deal to which he replied. ""I see no problem"". So after talking to him and being reassured THREE different times in three different conversations that my price with the VPP program and the rebates, and the trade in payoff would be our deal, I was reassured and basically they begged to come up there and make the deal. Within the next few days I received emails and phone calls from the salesman and finance manager (Nick) pleading with me to make the 120 mile trip to Rockwall. I called again to talk to the salesman to make sure we had a deal before we drove up there. He reassured me we had the deal. We made the trip. Guess what? That's right. NOTHING I was told on the phone was true. NOTHING. All the numbers had changed, and even with our excellent credit score, they had us on paper about $6k in the hole. Upside down on the trade in. $2500 down payment. NO dealer rebate. They didnt even want to honor the VPP price which is nonnegotiable from Nissan. Absolutely none of the verbal deal we made prior. This is after we both took the day off from work, and drove 120 miles to make what we thought was a great deal. Turns out it was a lie all along. Shame on Fenton Nissan of Rockwall. I'll be sure and spread the word about your bait and switch tactics, and overall shady sales tactics.",1,82
3897,24-Aug-16,I tried to buy a new NISSAN Altima SL and they wanted to put me in a base SR for more than twice the sticker price of the car after finance charges at 19%+!!! This was on Memorial Day as well!!! Don't let the shiny new facility fool you!!!! They deserve NO stars!!! Don't go there!!!,1,82
3898,04-Mar-20,"I had a really bad experience this past weekend.  I had used our companies ""benefit"" TrueCar to find my myself a used F-150 (don't bother with TrueCar, either).  Ran across one offering up $22,721 on TrueCar, minus $500 ""Personalized Pricing"", plus $150 in dealer fees for a total of $22,371.  Had my spiffy Certified Used Car Dealer Certificate and all.  I test drove it on a Friday, then came back with my family the next day to get their seal of approval and do the deal.  All good with the fam, solid price, let's do this.  Get to the table and there's a $3K ""Reconditioning Fee"" tacked on. Never discussed, never even hinted at.  IPAC wouldn't take it off so I walked.  I get needing to make a profit, or not seeing eye to to eye while negotiating, but put it in the price, you know, the one you advertised the vehicle for.  

Total disregard for people's time and effort.  Don't even bother!",1,83
3903,22-Jun-18,Damon Johnson and ken from finance don’t know how to close a deal ! Internet sales show a car for a price plus tt&L and they will not let you have it at that price because they say there loosing money at that price so why the xxxx do you BOZOS advertise a car for a price you won’t sell at !! FALSE advertising !  These two guys stink at what they do !  Jokers at best,1,83
3917,19-May-15,"These guys won't even honor their only price. Saw the car I liked for 18252 they came back told me it was 2000 for adding the ""proctection plan"" saying they were adding the vin# to the windows. Lol this guys think I was born yesterday. Anyways I had to fight tooth and nail to get them to sell me the vehicle they advertise on line. I would avoid going to the dealership. Do you homework. Get your financing first and always check on line for the better price.",1,83
3919,04-Feb-15,"This place personifies every negative connotation and denotation associated with the purchase of an automobile and car salesmen.  I sent IPAC automobile group an Internet inquiry about a Nissan Altima. One of their salesmen, Alan Henderson, contacted me.  I was originally looking for a pre-owned vehicle with low mileage.  Mr. Henderson stated that he did not have one; however over the phone he said he could sell me a brand new S model for a specific price without financing. When I got there the vehicle which I had requested “was just sold”.  But he had a very similar model to the one I had inquired about and it was at the same price.  Nonetheless I thought it was a good deal and confirmed that it was the same price; in his office/cubicle he had me sign a piece of paper stating that I would pay the price agreed upon. Five minutes later Mr. Henderson leaves the cubicle and his manager George Ramirez comes into the office/cubicle. At this point Mr. Ramirez decides to raise the price $5000+ and he wanted me to finance the car.  When I mentioned to Mr. Ramirez that Mr. Henderson had quoted a different price over the phone, the manager decided to speak down to me as if I were an idiot, saying “you have no idea what a good deal is.. we are trying to help you”.  My response was that he does not know me personally, his goal is to sell a car and IPAC is conducting dishonest business.  At that point he gets up angrily and storms out saying “I’m not doing business with you.”  I wasted three hours of my time dealing with this unethical organization. 
So I left and called Anicra Nissan, I asked if the internet advertised price was the correct price.  On Ancira’s website they clearly posted the costs both with and without financing.  I went in to Ancira met with the salesman, who had the car I spoke to him about ready when I got there.  Test drove the vehicle and had completed the transaction in a matter of two hours. The salesman even, helped me return the rental car I was driving.  The Ancira experience was the complete opposite of the IPAC experience.
Do Not waste your time visiting IPAC auto group they are out right dishonest business people; take your money somewhere else. Take your business somewhere else, certainly consider Ancira Nissan or another organization.
",1,83
3929,15-Jul-13,"We had a bad experience because we had to drive 150 miles to get to the dealer ship in San Antonio, Tx. We had a vehicle in mind and we had discuss a vehicle by internet and received a price for that vehicle, so we were expecting that particular vehicle.  When we arrive they told us that that particular vehicle was not available and so we went for the second choice they send us by internet services and the copy of that same advertisement, but they told us that they were not able to respect the price given on the advertisement because we did not qualify for that price due to our credit.  So we had to keep that second choice but with a different price, and the reason for staying with that price is because my husband was not feeling fine and we just wanted to get out of there.  In my opinion,  we did not got the advertise price for the vehicle and that is call false advertisement!  A dealer should not advertise a price if they are not going to respect it !!!",1,83
3932,27-Feb-13,"I was basically lured in by an internet salesman with promises of a great trade-in value and lots of incentives. None of them were true. They offered a horrible trade value well under KBB and then tried to lower the trade-in value after I took the car as a ""loaner"" while they were supposed to be getting a better trade value. Internet price was listed much lower than what they actually offered and there were no ""incentives"" in the final price.I finally took the new car back and am looking at purchasing elsewhere. Sad thing is, I have bought from IPAC for 20 years. Customer loyalty obviously means nothing to them. There are lots of poor reviews on the internet for this dealership in terms of deceptive practices. I am shocked it is rated this high on this website! Do your research  and buyer beware!",1,83
3933,30-Dec-12,"Went to purchase a vehicle last night. Spoke with someone on the phone, Craig head of internet sales. Had money in hand and we were ready to buy. Craig was aware and gave us a drive out price of 22,218. We get there and Addam the Sales Manager comes in and says because we are not financing through Nissan that that wouldn't be the price. The price would be more. I said that Craig was aware we had money in hand ready to buy and gave us that price. Addam went to his boss (Name I don't remember) and came back and said could we go up $500 more. I said ok $500. We have a deal. He then comes back after speaking with his boss again and says no can do it has to be $1000. I was outraged and said I would walk. He said can you do 22,900. I said yes we all shook and he left again. They then came into start the paper work. Adam returns and says, no they can't do 22,900. We get up and walk out. They chase us down in the parking lot and belittle us over $300. Quote from the Finance Manager, ""Are you really going to let $300 ruin a deal?"" My reply, ""No sir you are. And it's not about the money it's about the principal."" I will never shop here again. I will never tell anyone in my family to shop here for a new vehicle.And first thing tomorrow morning I will be calling Nissan to let them know my displeasure.",1,83
3938,10-Sep-12,"Beware!
The Internet Price is not the price they start out with.  They revert back to the MSRP even though the internet price is much lower.  The LOW internet price is just to lure you in.  We drove 3 hours with the impression that we would deal with the internet dept. and not have to sit and deal with a salesman for 2+ hours.  The dealership also puts a manager in the cubical next to the one you are in to &quot;spy&quot; on what is going on.  If you have never been to the dealership you are led to believe that the person is just another salesman. I asked if we were being spied on and the answer was a nod yes.  After insisting on the internet price (taking 1 1/2 hours just to do this) the dealership finally agreed to the internet price.  We ended up walking out without the vehicle - did not like how they lured us in - 
We also walked out because they insulted me by offering such a low amount on my trade.  Yes, it had high mileage, but I feel the dealership was trying to make up for their &quot;loss&quot; on having to agree to the internet price.  

My dissapointment is that the dealership lures you in expecting the internet price when they have no intention of letting the vehicle go for that price.

In our case, I feel that the dealership only agreed to the internet price because I was going to give them this review, plus I am contacting TV/Radio Stations to see if anyone else has had this problem.

Lewis was very nice, only doing his job, but the overall practice of this dealership makes me cringe.  If you advertise a price, that is the price you should start out dealing with once arriving at the dealership.  You should not have to work for over one and a half hours to get back to this number.",1,83
4027,21-Feb-17,"Priced a car on internet $9,225. Drove it and Really liked it and salesman said he could do ""$8,000 out the door"". Go inside and the priced jump to $10,225. They then bring this sheet to me with a bunch of numbers with final price $9,500. Manager tried to explain that $10,225 was the starting price and the internet price was a special. No where on their little sheet did it show a $1,000 special discount. It was a lot of talk trying to get ME to understand why they do it that way. I crossed out $10,225 and wrote in $9,225 and said we'll start from there. Manager goes back and comes back with $9,000 and that's the ""lowest"" they could go. I was going to take them up on their offer to let me take it for a few hours to let my daughter drive it. The more I thought about it the more irritated  I became so I left. I then get original salesman texting me telling me they'd take $8600 even though they weren't making anything on it. So what happened to ""that's the lowest they would take"". He tells me GM was upset that salesman ""let me leave"" so they were offering me this low price just to keep my business. This is the reason I don't like buying used cars from a dealership. I told salesman I wanted their price upfront and I didn't want all the back and forth games. I guess he didn't hear that. If they  would have called and said ""$8,000 out the door"" I'd probably be driving it today. ",1,87
4056,02-Jul-19,"I found a vehicle I liked and set up an appointment. Drove it and agreed to pay the asking price. no haggling or talking them down. When it came time to sign, they added over $4000 before TTL to the price and refused to sell the vehicle for the advertised price. It is a bait and switch. They never planned to sell it for the advertised price and were simply driving traffic to the store. Horrible. ",1,88
4115,01-Mar-13,"Got a call from our salesman and told us he had what we were looking for and if we could come and see it.  I took a half day vacation and went there which was very far but he said it would be worth the trip.  I took my husband who is handicaped and it is very hard to get him around but if he had what he promised and a good deal as it is end of the month so they would be very aggressive to make us the best deal around..  When we arrived not only did he not have the vehicle he said he had but then tried to sell us another vehicle we really did not want.  He said he could get us a great deal so I asked what the price was and he would not give us a number just that they would work with us on it.  That sent some red flags because I want to know that informaion before we start serious discussions.  He never would tell us and sent in the finance man and he said it was $27,999 and then would not give us a fair price on our trade in.  When I got home I went online and looked up the vehicle and it was listed for only $23,949 so he tried to add an extra four grand to the price. Before he sent in the finance man I asked our salesman to look up the price on his smart phone and he said he could not find it listed which was a lie.  I could not beleive that they would not give us any prices on any vehicles only that they would work with us.  I feel we were brought in on false pretense and he never had the vehicle he said he did.  Did he think we would not look up the price to see if we were being treated fairly?  Very dishonest and I will never deal with that company and will advise everyone I know to stay away.  Any dealership that would try to sell a vehicle for an extra $4,000 above listed price just because you did not know that information before hand is crook.",1,88
4117,20-Feb-13,"Went to buy a used truck cash in hand. After seabolt meet me out in the parking lot he said that he had some trucks in the bullpin. After picking a few truck and set on one we made a deal. The next day I go by to sign paperwork and drive the truck I was told that it couldn't leave the parking lot. Ok then they want me to pay the price of the truck in full before it was even inspected. I said i would put a 500 dollar payment and thats it. After three days they say that this truck has problems. Ok i said then i would like to cancel the deal. The gm calls and says he would call me back and doesn't. I go to the dealer and i cant get a refund until tomorrow due to the business center being close. Then the seabolt guy says to leave him the receipt and he will get it for me and i can pick it up tomorrow. Over all this was a very shady deal, they want money for a vehicle that you cant drive and then they dont want to give you your money back. Through all just a bunch of lies. I will never recommend this place to anyone and if you go there be ready to give up your money and get no service. Its is sad to know that the gm or managers dont even care on what is going on.",1,88
4131,11-Jan-20,Did not honor online price.  Once in finance was charged ridiculous price for tint and vehicle locator service  ($1999 and $2400).  Would NOT recommend dealership!,1,89
4137,12-Dec-19,"The sals woman, Kimberly Diaz advertised a 2019 F250 Lariat with 36k miles for $45k. I stated that the truck is listed on the website for $54k. She confirmed that the sales price is $45k for the 2019 F250 Lariat. When i requested to come in to buy she then changed the vehicle to a 2019 XLT with more miles and then stated that the sales price was $54k for the lariat. 

DO NOT DO BUSINESS HERE! PLEASE GO ELSE WHERE. THEY WILL TRY AND GET OVER ON YOU

",1,89
4225,24-Dec-18,They did not give the advertised price. The internet said one price but they were not willing to start off at that price. The people were friendly but the salesperson we had an appointment with did not show up until hours later. Someone else had to help us. We were not impressed by this or the games they played with the price. We were given the wrong manual for the car but they have offered to correct this issue so that shows they are willing to correct their mistakes. ,1,89
4229,14-Nov-18,"I would not recommend buying a car from here.  They mislead with low advertised prices and then tack on a bunch of nonsense fees for ""services"" you can't redeem.  The staff has a high turnover, and are very unprofessional - it seemed that every salesperson was too busy eating to work.",1,89
4233,07-Nov-18,"I came to Gulfgate with my debit card out ready to purchase a vehicle.  After the test drive I was even more convinced to buy.  However, the price sheet brought back to me was roughly $3500 more than the price advertised online (which is why I came to your dealership...the advertised price).  Jaron explained the warranty that was added to the car, he also mentioned it was a way for the dealership to recoup some of the labor cost for prepping the vehicle.  After I told him I was not going to pay more than the advertised price, he got his manager.  His manager confirmed that he would not sell the car for less than the elevated warranty price.

After the director's departure, I continued discussions with Jaron, I expressed my displeasure of the bait and switch tactic.  Jaron began to tell me I was a bad consumer because if I didn't pay the elevated price I was preventing him from supporting his daughter.  This was the absolute worst sales tactic I have ever seen.

At this point I walked out of the Used Car building and went straight to NEw Car building asking for the GM.  I met a gentleman named, I believe his name was Carl, whom I explained my entire experience with.  HE left me for a minute, I assume to speak with Jaron and his team.  The GM returned and honored the advertised price.  I left with the vehicle I wanted.

I absolutely love the car.  I am less than thrilled about what I had to go through to purchase it.

I will say the Finance Manager I dealt with was very nice and very friendly.",1,89
4241,04-Oct-18,"I spoke with a salesman over the phone before driving to the dealership. I was told the online price was definitely the correct sales price on the second phone call. Upon trying to close the deal, I was handed a buyers agreement that showed the price of the car 2400 more than what I was originally told plus an additional 1300 in ""ads"", which I was also never informed about. After walking out, the sales manager and salesman came out to my car to get me to come back in so they could ""attempt"" to honor their online advertised price. After another 20 minutes of wasting my time, the salesman and finance manager came to me with another buyers agreement, this time only about 1000 over what they had originally quoted me over the phone. Needless to say I didn't buy the car. No trade in, came to dealer with USAA approved financing, and somehow they couldn't honor their own printed/advertised online price!! The salesman was friendly and really easy to talk to, and I don't blame him for this. Prices are obviously generated from higher up the chain, but being told one thing and a dealer doing another, is not ok in my opinion",1,89
4260,22-Aug-18,"I have been inquiring on two cars for the past week and a half I got the information and the listing price on the cars from an online site. I made a fair offer on the car. I was told my offer was to low and that the price on the car was about 5,000 more than the listing price. I asked why when it was listed for the amount 5,000 less. After that the salesman no longer responded. I then reached out to the dealership again and inquired about the same vehicle with another salesman. We workout a price and he seems willing to sell it for that amount. He then proceeds to tell me that for this specific car they are not accepting outside financing. When I had been inquiring about this car for the past week and a half. Telling the salesman I was waiting on my pre approval through my bank. Of course the not accepting outside financing was not stated then. I then proceed to wait and see what happened. I was not contacted or followed up by any of the three salesman I talked to. I clearly wanted to work out something and drive off the lot with the specific car I was inquiring about. All I got were excuses as to why I could not buy the car. I called again today and asked about the same car and added another one I was interested in. I called they gave me the listing price and told me they would call me back to work out a deal. Of course I have not been called back. Terrible business. Terrible salesman. I offered to buy the car and I was told no. Spoke to at least 5-6 people about the same car and no one was willing to even try and sell it. Basically got ignored. ",1,89
4283,26-May-18,"We purchased a ‘17 Infiniti Q50.  Advertised price was $22,499. When we we sat down with the salesman, the price increased to $30k as he tried add certified cost of $5k. Told him we didn’t want that and deducted it which still increased the price by $865. Said he couldn’t remove the cost of security “etching”. Our salesman Xavian consulted with his sales manager and the sales manager became verbally assaultive towards him. We could hear the sales manager fussing at Xavian which was totally unprofessional. Xavian did his job well, but the sales manager should be fired!

  Got home to Louisiana and discovered no $865 etching. We called the finance manager, and said we need a black light to see it inside of the doors. xxx!! 

I rate this 2 stars only because Xavian did his best. If it wasn’t for him then my experience would be 0 stars. Thanks Xavian for being professional and fair!! ",1,89
4287,30-Apr-18,"When I ask for a specific car they showed they had online they showed it to me but the price was about $10,000 more than what they showed it to be. The salesman said that the advertised price is a discounted price that nobody ever qualifies for. So needless to say I was right out of the door after I heard that. ",1,89
4305,08-Jul-17,"I did lots of research on the VEHICLE I wanted... but I didn't do enough on the DEALER.



I purchased a 2017 Chevrolet equinox  07/06/2017 and the advertised sale price online was $19,800. When I got home, I realized the sale price on the contract said $22,800 which is $3000 above the Internet price. The next day I called the dealership and let them know why was the sale price change from $19,800 to $22,800 and they stated because there was a mandatory warranty that I had to purchase. I advised them that I didn't want that warranty and they told me it was mandatory or else they weren't going to be able to honor the Internet price. I let them know that they can't force me to purchase a warranty or service contract if I don't want to and they simply stated that it was too late I already agreed and signed the contract. I know it was my fault for not verifying the numbers on the contract but this dealership operates with deceptive practices in order to increase their profits and they hide everything from you and just make you sign really quick. By law warranties are free and service contract should be charged as a separate line item on the contract instead of increasing the sale price of the vehicle. I am in the process of filing a complaint with the OCCC, CFPB, and DMV to expose these illegal practices.",1,89
4312,24-Mar-13,"Priced advertised is not price you get, also add $1995 for nitrogen, wheel locks and GPS Tracker. Total price over $4000 of what it can be purchased elsewhere. This is what gives dealerships a bad name.",1,89
4416,21-Nov-11,"This was my worst experience ever buying a car.  I have never paid msrp for a vehicle ever.  I went in asking to pay 21-22k for a 2012 new jeep wrangler.  I was clear that was all I wanted to pay and if they couldn't do that as msrp is 25k then we could save each other some time. The salesman talked to finance and they said I should go for a test drive.  When we came back the salesman had me sign a form saying that if I got my price, then I would buy that night.  I had no problem with it.  They then gave me a menu of prices.  They tried to decrease my payments over a longer period of time which would have still got them msrp or more.  I said no.

The salesman went back and forth with finance and then had me sign another form with 25k listed again.  I said why do you keep writing that number down. He said don't worry it will change later they just have to put that number down so he can get it past the owner and that isn't the price and it will change. At this point, I felt like I needed a shower as this felt like a very dirty deal.

They then trotted out more new numbers.  At this point I wasn't sure when the number would change to the 21-22k. Long story short it never did.  I think I got about 700 dollars off msrp after they claimed they are only making 350 dollars on the deal and that they had to make sure the owner didn't see the paperwork.  I don't think the owner would be that upset considering they then advertised a sales event five days later.

A complete fail and the worse experience I have ever had.  Seems like the general manager writes back on these.  Feel free to call me. Scott biondi 210 748. 2591.",1,91
4473,03-Jan-14,"I was sold a used vehicle that had been wrecked and it was not disclosed to me. I returned to the dealership and they said they would not buy it back and would only take it in on trade at their dealership. I had it for 8 months and they gave me 5,000.00 less than I paid for it. The staff advised me they didn't know and I didn't know so it wasn't their problem. The manager then advised me they made good money selling the car to me and laughed. The dealership would not return my calls and I had to drive back to the dealership to get the problem resolved. They then told me they would sell me a car at cost which they hassled me about until I seen the actual cost price and it was 1,300.00 less than what they quoted me. It was an all around mess and they didn't care. Think twice before using this dealership. My family has bought over 80 vehicles from this dealership and they acted as if they could care less.",1,93
4484,27-Aug-18,"Love my Subaru Outback, not the dealer! They TRIED to sell me a car over the sticker price by $5,000 and tried to make me think I was getting a great deal and they were having a BIG 2 day sale. My husband found the sticker price in the glove box just when we were getting ready to sign the papers. They reduced the price when we were ready to walk, I don’t like dealers that waste your time and play games! David Kircus was the swindler!",1,94
4514,08-Jan-15,"Recently bought a car here at (ccrafty1936), was given a price and decided to add features.  Instead of keeping the original price and adding the package group (which only added $800), they charged us the full price (MSRP, a $2000 increase).  Didn't realize this until a couple of days later.  Went back to the dealership and the manager was on vacation.  They told me I would have to deal with him.  Salesperson told me he was a standup guy and he would make it right!!  Was told he would call me or my salesperson would when he gets back.  NEVER CONTACTED!!!!!  Went back into the store today.  Spoke with the manager and he told me that I got a ""good"" deal!  I asked if he would honor the original price and he kept re-iterating that I got a ""good"" deal!!  He said he didn't remember giving me that price and that I was just a ""NUMBER"" to them.  Said they were just trying to get a car sold by the end of the year to close out their books and make their quota.  So much for or being ""Part of the Huffines family"", which was stressed to us during our buying experience.  ""You are FAMILY now (after buying the car), we take care of our FAMILY!!""  What a crock!  Was planning on buying another vehicle from these people................guess I will be looking for another dealer with credibility and integrity (a dying or if not dead trait in this industry) to do business with!!!!!  Good luck with these people!!",1,95
4624,27-Dec-19,"Very disappointed after visiting the dealership twice to look at a certified pre-owned car, as the sales manager and advisor did not show any flexibility to negotiate price, the approach was: from ""give us the price you are willing to pay for this car....."" to ""oh we do not discount the price that is listed..."".  Lost my time, walked out disappointed, recently bought a new car from them, and use their car service all the time.  I will have to find a new dealership.",1,99
4641,27-Oct-18,"Took two separate visits, we finally figured out they advertise Internet 'bait' cars to get you in the door. Deceptive and unprofessional, do not recommend.     ",1,99
4648,24-May-18,"I went to Toyota of Plano as it was the closest dealership to me that uses the USAA car-buying service. 
I emailed with a salesmen named Roberto, who gave me a quote for a Black RAV4 XLE.
They quoted me a price, and I set up an appointment to look at the car, and possibly even buy that day.
When I arrived, I was excited, because the salesmen said he does not push things on people that they don't need, like leather seats, add-ons, higher trims, etc.
However, when we went to look at the RAV 4's they had in stock, he ""couldn't find"" the black XLE we had discussed prior.
He showed me a bunch of other colors with different trims, and tried to convince me to like other colors, like blue or white, and then started trying to convince me that I should get the blue RAV 4 limited with leather seats and ""upgrades"" which include a cargo net/privacy screen at an extra charge... (funny, because he said when we first got there he would not do this)..
Then finally we found a black RAV4 XLE, and he led me to believe that was the one he quoted me for, so we test drove it.
I was super excited and ready to buy it.
Once we sat back down in his office, he went to financing to get total price, when he came back it was THEN that he told me this was not the vehicle we discussed, and it was about $5k more, which in his words, ""is really only like $60 a month - you can do it"".
I asked him why he did not have the car we had discussed prior, and he said that he had tried calling me multiple times today to let me know the car was ""about to be sold"" and I needed to come in immediately, etc. I told him I had not received one phone call, email, anything from him today.
I told him we will go home and discuss it, and also go to other dealerships to see if they have the car I want at the price I was quoted by USAA car-buying service.
After this, he warned me ""to be careful, because what a lot of salesmen do is tell you the price and say they have the vehicle in stock, then when you get there they change it up on you and don't have the vehicle or the price is more"" - I laughed at this, and told him ""oh, like you just did to me"" to which his reply was ""oh, but this time that really happened...""
Already having a bad taste in my mouth about this guy, I got up to leave, then he grabbed the price quote for the higher priced XLE from my hand, and said I could not take that.
I asked him why not, and he said that it is Toyota of Plano's property - and is not to be taken home, or shown to other dealerships. I then went to take a picture of it then if I ""couldn't take it"", in which he grabbed it from the table and said I could not do that either.
It was the most shady experience I have ever had at a car dealership, and I will NEVER go back here again and will always warn friends/co-workers to not go here as well.

I eventually went to Atkinson Toyota South Dallas and the 45 minute drive was well worth it as the salesmen gave me the price he quoted me via email as it should be. They even threw in free accessories at NO CHARGE. I refer everyone there now.
",1,99
