,Index,Date,Reviews,Ratings,Serial,Spot Delivery,Label_APR
236,4015,09-Nov-18,Took my vehicle in for an oil change. Watched my car sit on the rack for 45minutes and not move. 2 hours is a little over the top. Now it's in for serious work and I'm regretting ever pulling on to their lot. It has been over 3 weeks and I have driven 170miles and waited 2 days to get no positive results,1,87,1,0
4094,4016,09-Sep-18,"We bought a 2017 Jeep Patriot on August 1st. It was a loaner they were selling at a great price & had low miles. Our salesman was very nice. BUT once they make the sale, its like, ok we are done, through with you. My jeep pulled to the rifht, so I put it in Fri alinement it took 3 ttys before they got it right & only then because I made someone ride with me & show them that they HAD NOT FIXED IT. Also we have yet to receive our licenses plates & tags, we have yet to receive our payment info. I have made numerous calls & trips up there over this & all I get is, I don't know, or in so sorry, or I'll check & get back with you, which is a crock because they LIE & don't return calls. Finally Friday I talked with someone in finance, he could not explain any of it, imagine that, but gave me Chrysler capitals number for me to call & do his job! So I did & they start with I'm 6 days late on my payment, boy, I told them to back the truck up & listen to a little story & they bets not mark me late. Finally got that straight, but they never called back on plates as he said he would when he gave me the phone number. So NO DO NOT EVER BUY FROM THESE MORONS!",1,87,0,0
4095,4017,04-Jun-18,"We decided on my daughters first car Friday and were told it would be detailed beautifully and could pick it up Monday. Upon pick up, it was EXACTLY the same as it was on Friday...so she waited ALL weekend for NO reason. Nobody from your staff said a word of apology upon pickup.  The interior had mud on floor boards and greasy spray spots all over the inside as though someone had sprayed it but then didn't bother to wipe it down, as well as white marks and grit which we wiped up off all the seats. It was gross- for lack of a better word. 
I hope the manager of the detailing service department and owner of this dealership see this review because our entire family WAS SO DISAPPOINTED. We have nine in our family.
Yall should truly consider how a customer feels when purchasing a car-it  is an investment and should be treated with great care especially when someone is purchasing for the first time. Made me sick to see it so nasty- the kid went from excited to seeing that still nasty... What a shame. We have two more cars for which we were considering purchasing this summer, but not from this dealership, as they cant even clean an obviously simple area-they just didn't clean it at all... obviously they just don't care. First impression is everything. Not getting my business again. Ever. 
jeannie was awesome she had nothing to do with the cleaning of this car.",1,87,0,0
4096,4018,30-May-18,"We have loved our van, which we bought from Lithia in 2013. We purchased lifetime oil changes and a lifetime warranty with the original sale of the van. I have always received GREAT service until the last year or so. Getting my oil changed has become a pain and no one every returns a phone call.

Well, on May 16 I was driving and my van wouldn't accelerate at a green light but the engine was reeving - figured something was wrong with my transmission. Got the van to a parking lot on the A&M campus and call Chrysler's Roadside assistance. They sent a tow truck. While I was waiting received a rude call from the service advisor because he had to open a ticket since he was notified my from Chrysler my van was coming.  That was at around 1pm. At around 2pm the tow truck came for the van.

I waited most of the day on Thursday, May 17 to hear that they had my van and what was up. At 3pm I caved and called. I was told they would have my service advisor call me.

Friday, May 17, I called at 10am to find out if they had my van and again was told that they would ask my service advisor to call me . I called back at 3:30 because I needed to know if my van actually got to the service center or not. The service witch board staff member hunted someone down who confirmed my van was there and said they would put in a notice to have my service advisor call me back.

On Monday, May 21st I called at 10am to see if someone could tell me something. I in no means was expecting my car to be fixed in less than a week but some information, communication would have been nice. Again told they would ping my service advisor to call me.

On Wednesday, May 23rd at 5:01pm received a phone call from my service advisor who told me ""Bad News, your transmission is shot. I won't be able to tell you anything else until Friday at the earliest. I'm thinking you are telling me nothing I didn't already no but ok.

Friday, May 25th comes and goes with no information. I give them the benefit of the doubt that Monday is a holiday and I'll hear something on Tuesday, May 29. No surprise at this point - crickets.

I just called at 11am this morning, May 23, and was informed, you guessed it they would let my service advisor know I called and he would give me a call back!!!!!

Never have I been given a two week run around about what is wrong with my car. No request to authorize work, what it might cost me - NOTHING at All. With this service we will never buy from Lithia and or use their service department again. I'll go to Houston or Austin for the new Pacifica when its time to replace this van. I love my van but can't handle this awful service - if you can even call it service.",1,87,0,0
4097,4019,17-May-18,"Worst customer service i have ever delt with,Nick Munoz sent the wrong papers to sign, & then never sent the rite ones when he said he would after telling me twice they would b over nighted 8 days later they showed up !!!!! in the meantime i went to his office & got papers signed what a suprise i was 750 miles from home !!!! got tired of his phoney BS !! Never returned any of returned 1 phone call out of 4-5 !!!!",1,87,0,0
4098,4020,07-May-18,"I bought a truck on March 31st. Granted, it was a used truck, but the truck was not ready for pickup, It had an issue with a seat belt. It took 2 weeks for them to fix this issue so that I could pick up the truck that I no longer had any use for. I was moving and needed a truck, but I ended up having to rent a UHaul anyway because the truck was not ready for pick up. Here I am on May 7th, 5 weeks later and I still do not have my tags for my truck. I was told this morning that there was a form to transfer my license plate from another vehicle to this one. This form was one that I had signed when we bought the truck, but they had lost it and did not turn it into the licensing bureau. Now I have to go back into the dealership, sign another form to transfer the plates, and apparently wait another month before I have tags and don't have to deal with this dealership again. Do not ever buy from them. They don't do what they are legally obligated to do, and all you will get is excuses as to why it isn't done.",1,87,0,0
4099,4021,28-Apr-18,"Fernando was ok but I felt pressured from his bosses (who I never met) - I only met M Garza in our 2nd day briefly.  Archie in Finance was excellent!   Very busy and chaotic, no privacy in the ""office "" while we waited in negotiations;  - no AC in the second building ",1,87,0,0
4100,4022,23-Apr-18,"Sales person was friendly.  The rest of experience was not the best.  Other staff was not real personable. Length of time could of been shortened if vehicle would of gone in for detailing after paperwork was completed.  The pickup was far from clean.  Leather was dirty with black smudges all over, windows m windshield dirty, dash wasn't cleaned as well as radio, controls, dirt underneath floor mats, exterior was not clean at all, def was spilled all down side of pickup, water spots all over a small well as dirt spots that were missed.   Very long time to purchase a vehicle, 8 hours in dealership.  ",1,87,0,0
4101,4023,25-Jan-18,"Arranged purchase over phone including financing. When I arrived, car not ready, then came out dirty, inside and out. Told had navigation, did not, salesperson said stop by any Mazda dealership and they will ""turn it on"".  It has no navigation. It had unreported body damage.  I was told financing rate 5.9% or less, ended up 7.4%. Promised two key sets, now saying they never promised that.  No answers to over five emails asking for action, including general manager. Left with coolant light and tire issue light showing after they put four tires on while I waited.",1,87,0,0
4102,4024,22-Aug-17,"This dealership advertised a car on line for $14,875.  Me and my husband drove over an hour to see the car.  After test driving the car and sitting down to make a deal we were approached by the sales manager that the car was not for sale, but they could make me a deal on a new car, or if we were willing to pay $19,900 we could buy the used car.  The unprofessional manner in which this took place is unexceptionable.  This is not a dealership that I would recommend to anyone nor would I even consider purchasing a vehicle from such a untrustworthy dealer. 
I would advise the sales manager's name but I was so flabbergasted and upset at what just took place that do not remember and simply walked out as fast as possible. ",1,87,0,0
4103,4025,18-Aug-17," I was having trouble with my 2012 dodge diesel truck, I called dealership and spoke to a Service guy by the name of Rizwan and I explained to him what was going on with my truck and I told him I had power train warranty on it and he said he was positive that it was covered under warranty and he gave me a number to get it towed in, he called me two days later saying the problem was not covered under warranty, he said it was going to cost over 5 thousand dollars to fix it, I felt like this guy was playing games and he had no integrity at all, some of the repairs that he said needed to be done it appeared they had nothing to do with the problem of my truck. He told me that he had contacted a salesmen to discuss trading my truck in for a new truck, at this point I decided just to pickup my truck, he charged me two hundred dollars service charge, I decided to take my truck to another dealer for repairs. I have worked in the field of criminal justice all my life and this guy just seemed very slimy and if the old owner MR. Bossier still owned this dealership, he would have fired this guy a long time ago. My truck was towed to the dealership on Monday August 14, 2017. I picked my truck up on Thursday August 17, 2017.",1,87,0,0
4104,4026,02-Aug-17,"If there was a negative 50, I'd rate Coy that. I have never seen a manager care so little about his customers and rip people off so bad. AWFUL,AWFUL !!!!!!!!!!",1,87,0,1
4105,4027,21-Feb-17,"Priced a car on internet $9,225. Drove it and Really liked it and salesman said he could do ""$8,000 out the door"". Go inside and the priced jump to $10,225. They then bring this sheet to me with a bunch of numbers with final price $9,500. Manager tried to explain that $10,225 was the starting price and the internet price was a special. No where on their little sheet did it show a $1,000 special discount. It was a lot of talk trying to get ME to understand why they do it that way. I crossed out $10,225 and wrote in $9,225 and said we'll start from there. Manager goes back and comes back with $9,000 and that's the ""lowest"" they could go. I was going to take them up on their offer to let me take it for a few hours to let my daughter drive it. The more I thought about it the more irritated  I became so I left. I then get original salesman texting me telling me they'd take $8600 even though they weren't making anything on it. So what happened to ""that's the lowest they would take"". He tells me GM was upset that salesman ""let me leave"" so they were offering me this low price just to keep my business. This is the reason I don't like buying used cars from a dealership. I told salesman I wanted their price upfront and I didn't want all the back and forth games. I guess he didn't hear that. If they  would have called and said ""$8,000 out the door"" I'd probably be driving it today. ",1,87,0,0
4106,4028,06-Jan-17," disappoint in a ""CPO"" vehical im paying 30,000 for.. It has been in the shop more days than I have had it.. The car has a dent which they said they were going to fix but didn't. Vehical has been in a wreck and we were first told for a vehicle to be Certified and could have not been in a wreck.. :( very disappoint especially since this was my first newer vehical",1,87,0,0
4123,4047,09-Feb-20,"Not impressed. Have purchased a new vehicle every 18 months since my first in 1978. Everything was unprofessional, and misstated. Then I lost 2,000 worth of CD’s in my trade in and 20 minutes later the salesman couldn’t find them. Financing was misstated as well. Total mess.",1,88,0,0
4124,4048,28-Jan-20,"Bought this new Jeep in early November 2019 and just now after 5 times at dealerships here it is the last of January 2020 and finally Discount tire has handled the problem with tires that had BELT PROBLEMS?  Had to take this vehicle across town to Ancira to get this resolved?  The service MANAGER at Ancira found the problem in ONE visit there?  This vehicle was found to have set on IPAC's lot for more than a year and in the severe heat last summer of which ruined these tires? Why am I upset??? A new vehicle with less than 1K miles when this all came about and they had the guts to make me pay $76.00 for the tires that had to be junked and replaced?  WHY should we be paying any such thing on a brand new vehicle?  To top it all:  I'm a retired Chrysler Employee (mechanic) myself and all they had to do on the 1st visit was to get the tires replaced!  
TAKE NOTE OF THE FOLLOWING STATEMENT: MR. Charles Kersch The service writer flat out busted his tail doing every thing he could to get this taken care of! BIG KUDOS TO CHARLES!  Why his superiors did not heed his input and just fix the very evident wheel/tire shake and have a happy customer is a big question.",1,88,0,0
4125,4049,22-Jan-20,"This dealership is terrible.they will first charge you a fee to inspect your vehicle, then continue to add to diagnostic fee. Brought my vehicle in for air ride repair, first the tech said it had a slow leak, but couldn’t find any leaks. Then goes to tell me that 2 fuses where blown. Only thing that seem to be wrong was the fuses and they wanted to charge me for the air also which it didn’t need. Please save yourself time and money. These people are crooks down to the service advisors. Mechanics are trash. ",1,88,0,0
4126,4050,20-Jan-20,"Beware of this dealership misquoting the price of their vehicles and claiming disclaimers make it alright to try to hide $20,000 worth of ""addons""  I call FALSE ADVERTISING!!!",1,88,0,0
4127,4051,24-Dec-19,"They are not customer service oriented. My truck was in for repairs and complete on Monday but they failed to notify me. They didn't tell me their service department was closed on Christmas Eve. They chose to inconvenience me by not inconveniencing one of their employees to come in and give me my truck. They chose to leave me stranded over Christmas without a vehicle. A 'manager, "" Chris Nunes claimed to be in charge but didn't have anyone's phone number because he had only been there for 1 1/2 months. What kind of manager doesn't do his due diligence and make sure he has appropriate phone numbers in order to take care of the customer. He was very rude and disrespectful. I would exercise extreme caution before conducting business with IPAC.",1,88,0,0
4128,4052,19-Dec-19,"Assistant parts manager was extremely rude, and would not return my part.  I was just blow away by his reaction.  The part was in stock when I bought it, and less than 30 days old when I tried to return it.  I believe his name is Javier.",1,88,0,0
4129,4053,04-Oct-19,"Just word from advice when you purchase a car from them from ipac Dodge make sure that you look over your contract you purchase a warranty 100,000 and when you get your paperwork and plates and shows on their only 60,000 because they tell you one thing and then when you sign you get a whole different other thing make sure always check you have a very hard time than trying to change it I've been going just through a whole year with them it's ridiculous and I report them to the BBB and got confirmation paperwork stated on there that they were going to change it and they still have it just be aware of the ",1,88,0,0
4130,4054,19-Aug-19,"I scheduled service for my vehicle on the day of my scheduled appointment I showed up 20m early after speaking with the service advisor I was told I would ha e to leave my vehicle there for a minimum of 7 days before it would get looked at. And if I do t leave it, my vehicle would not be in the service line up.
This is Pathetic.
I will never go there again",1,88,0,0
493,4055,22-Jul-19,"2. Time ive been here looking for and car and it is most definitely the last time. 1st time was a few years back and they were just rude. Went the other day for specific a vehicle i want, i know how much i want to put down and where i want my payments to. I know it can be done because a different dealership did it. However at ipac the sales rep knew NOTHING about the vehicle i wanted. processed to tell me i needed a 750 or higher with 5 to 6000 for a $17000 and my payments still wouldnt be where i want them.  They then tried to get me into a completely different type of car and was really rude about the whole thing.  Idk if they thought i needed a car so they were going to try and force me into something i didnt want or if they just suck that much. I will never go there again and i will tell as many people as i can to never go there.",1,88,0,0
4131,4056,02-Jul-19,"I found a vehicle I liked and set up an appointment. Drove it and agreed to pay the asking price. no haggling or talking them down. When it came time to sign, they added over $4000 before TTL to the price and refused to sell the vehicle for the advertised price. It is a bait and switch. They never planned to sell it for the advertised price and were simply driving traffic to the store. Horrible. ",1,88,0,0
238,4057,16-Apr-19,"Lack of concern for customer, more interest in telling you what they don't do vs. Helping you with your service needs. Phone personality almost rude and blunt ",1,88,1,0
4132,4058,17-Dec-18,"No return phone calls is bad for business chasing your sales manager isn't what a customer should be doing. Benson needs to do a complete overhaul in the sales staff from top to bottom, I personally won't recommend anyone to shop at IPac.",1,88,0,0
4133,4059,03-Dec-18,"My brothers dodge caravan was towed in on October 28th because it had no power. Our service consultant was Charles. Communication between Charles and us was about as minimal as you can get. Unless we called him we could never get any information. The vehicle is a 2017 Dodge Caravan with a full bumper to bumper extended warranty mind you. On November 13th we were told that the warranty would not cover anything on the vehicle and we would need to pay the entire $5000+ service bill before we could take the van. When asked how this could be Charles told us ""because your warranty refused to cover the repairs"". I contacted the warranty company to inquire why this was. So on or about the 8th of November they (the warranty company) sent out an inspector who took pictures of everything but couldn't approve the needed repairs because the mileage couldn't be validated. They needed the van to power up to verify that we were within the mileage to approve.  So IPAC did the repair and the warranty company sent out a 2nd inspector to approve the completed repairs. When the 2nd inspector got there and he inspected the vehicle he could tell that the repairs that IPAC said they did, they didn't do. So they refused the repairs and that's when they tried to get us to pay for them. After almost another 2 weeks back and forth with IPAC and the warranty company come to find out IPAC never did the repairs they were trying to charge us and warranty company for. They told us that the service tech had lied to all of us about completed repairs. Today is December 3rd. we have been without a vehicle for over a month because they were dishonest. My suggestion is that if you need a repair done. STAY AWAY FROM THIS PLACE!!!",1,88,0,0
4134,4060,17-Oct-18,"I have had the worst experience as a car owner at IPAC. We purchased and serviced our vehicle at IPAC  and little did I know that was a HUGE MISTAKE. If you want your vehicle to be well serviced and taken care of DO NOT take it to IPAC, in fact I would recommend you not buy any of their warranties to prevent their horrible service. The other day my cars engine randomly seized. I took it to the manufacturers dealership to get a full diagnostic and they found that our vehicle was 2 quarts OVER the recommended amount which they concluded caused the engine to fail. They could not find anything else wrong with the car besides that. We checked oil change records and IPAC had been adding way more then required for the last 2 or 3 oil changes. I've heard that their service department DOES NOT care for vehicles properly but gave them the benefit of the doubt... When you take your car in for service you expect the service to be made exactly what is required, nothing more nothing less and it's obvious that doesn't happen at IPAC. To make matters worse when we confronted them about the issue they told us that they MIGHT be able to cover a measly 20% of the damages but before that they had to escalate the situation to management. Two weeks pass by and I'm told employee that IPAC will not help with the repairs after all and that it was my fault because I should have checked to see that the service was properly done. I was also told that if I knew the car didn't require that much oil then I should have made a special request to get the correct oil amount and oil filter on my vehicle...I was never given the opportunity to speak to a customer relations person or a manager. We all own vehicles that mean a lot to us but no one deserves to be talked down on like that.. if you plan on buying a vehicle here just consider this experience they could easily do the same to your mother, your son or daughter, even your wife.",1,88,0,0
4135,4061,19-Sep-18,"This dealership is full of liars who promise you incentives for buying with them and not fulfilling them. What they do is tell you it's part of the deal and when you make a deal they dont include them in the final paperwork. And of course theres so much to sign that you cant keep track of what your signing. Then when you realize it wasnt given to you they tell you theres nothing they can do for you because they cant see it in the paperwork. Not only that, I purchased a brand new charger and not even 2000 miles on it the skid plate breaks on the bottom of the car. Apparently it cant take the force of a puddle. I take it to service and after being sent back and forth from the sales guy to service blaming it on each other, service tells me its wear and tear and I'll have to pay for it. How the xxxx can you say wear and tear for a car with not even 2000 miles on it! I could understand if I ran over something but it was a puddle!!! This dealership is by far the worst dealership I've ever seen and this is my right car. All they do is play the blame game and give you the run around! They are always there before you sign, but once you do sign they are nowhere to be found, give all the excuses in the world and in the end your screwed! Do yourself a favor and look else where!!!",1,88,0,0
239,4062,30-Jul-18,"If you’re in the market for a new vehicle, save yourself the headache and hassle and just go somewhere else! This place is FOS. ",1,88,1,0
240,4063,27-Jun-18,"I bought a truck and it took 3 weeks to finalize the paperwork. I was there on numerous occasions to sign the papers only to be told they were not ready. I sat there for 3 hours waiting each time before they told me they were not ready. They ran my credit numerous times which brought my score down then tried to get more money out of me than I agreed to.
",1,88,1,0
4136,4064,26-Jun-18,"Spent two hours there, got to test drive a vehicle, couldn't get a trade-in quote in that time. Sale person was very nice, but it seemed management might have been overwhelmed or just didn't seem to think the customers time had no value. Looking around the showroom floor, didn't see any smiles on any of the customers faces.",1,88,0,0
4137,4065,22-Jun-18,The service department has horrible customer service. I will never take my car there again for service. I should not have to wait almost 2 weeks for my car to be look at and then you try to charge me for the loaner while they have my car. I will definitely find a dealer.,1,88,0,0
4138,4066,16-Jun-18,"Don’t take your car to get serviced here. We took our daughter’s Dodge Charger for service repairs and it took 7 days before we received an estimate. After we approved all of the dealer’s recommended repairs ($2,000), we picked up our supposedly repaired vehicle only to drive it home and realize it was driving worse than before. After speaking with Jared, the service manager, he informed us the exhaust pipe somehow cracked on the short 20 minute drive from their dealership back to our house and wanted to charge us $1300 more to fix it and an additional 2-3 days to get the work done. I find this extremely hard to believe given the fact that my teenage daughter heard the noise as soon as she drove off the lot. Obviously they did NOT properly inspect the vehicle before releasing it to us. I am thankful that my young teenage daughter did not get in an accident on the drive home. They refused any compensation or responsibility. We will NEVER purchase nor service a vehicle with IPAC again.",1,88,0,0
4139,4067,12-Feb-18,I am writing this review because I have received 0 response after the multiple tries reaching out to Chrysler/Dodge at Ingram park. In December I had my car serviced due to every time it rained water would leak thru the roof leaving a stain and the smell of mildew. When I called it was my understanding it was under the manufacturer's warranty but was told they wouldn't work on it right away so I decided to bring it after the holidays. When I dropped off the vehicle it was suddenly over the manufacturers warranty and they made me pay out of pocket. Then when I picked up the vehicle I noticed a huge scratch on the door. I told the worker that scratch was not there and took a picture of it right in front of him. He tried to say it wasn't a scratch but if it was I could call and bring it back. Well I called and they told me to send an email to chernandez@ipacchrysler.com. Never got a single response. Called back again and was told to send an email to the head of the service department jwilde@ipacchrysler.com. After serval more emails still no response. I just want the scratch fixed. So people beware their service department has been more than just shady. I would never recommend them. Avoid at all cost. ,1,88,0,0
4140,4068,14-Nov-17,Horrible experience! I bought a 2017 Dodge 2500 Longhorn Laramie MegaCab. Love my truck. Took my truck to get washed from the IPAC Detail/ wash care center and it came back with black finger mark smudges on the interior of my fold down mirrors and roof. The vacuum they used had grease on it so my carpets and back sides of my seats had lines where they drug the vacuum nozzle. My door handle had a scuff on it that went all the way down to the primer. I mentioned it to the management and he said that my kids made the finger marks and i prolly hit my door on something. This truck is garage kept and rarely driven due to my job schedule.  I then took my truck to get the door handle touched up at the IPAC paint and body shop. Now the door handle comes back with bubbles in the paint and my door weather strip torn. ,1,88,0,0
4141,4069,13-Oct-17,"Got a recall notice for our truck. Made an appointment. My husband took off work to drop off the truck at 10am. We were told they would give us a call when it was ready. 6 pm rolls around with no call so we call them multiple times and no one answers. We go up there and ask if the truck is done. Guy has no clue what we are talking about. Come to find out, the truck was never worked on and the paperwork never left the desk it was filled out on. We made an appointment,  my husband took off work and I had to move my children's schedules around to accomodate and all they have us was, ""oh, sorry, we forgot"".",1,88,0,0
4142,4070,16-Sep-17,"
Looks like I am just reiterating what everyone else has experienced at this dealership but here we go.
After inquiring (via ramtrucks.com) I was called by the dealership (Judy) and setup an appointment.  I drove an hour to make my appointment on time and on schedule showing the respect for their time that I expect to be shown for mine.  I was introduced to Judy (gatekeeper) and was quickly assigned to one of the hoard of salesmen that stared lustily at any potential victim who drove into the parking lot.  It was strikingly reminiscent of a combination of ""The Walking Dead"" and picking up day laborers in the HomeDepot parking lot.

I was then informed that the particular unit I had inquired about, being the only unit that met MOST of my requirements and all of my preferences, was unavailable as they were lifting it and putting oversized tires on it.  Since I am simple man who has come to terms with my stature, hairline, and masculinity I had no need of a lifted truck.  

I was at this point very incensed asked why I had been invited to drive an hour for no particular purpose.  The salesman assured me they had lots of units that would meet my needs even though he had no clue what those were.  He invited me to get into his vehicle and wander through their remote lot looking at random trucks.  I then recommended we complete a computer search of their stock with my particular requirements.  He was a confused by my idea of using tools to expedite the process and insisted we go wandering about in hopes of stumbling across something that might interest me.
At this point I was done with them and walked away.  I was glad I still had my keys and could make a speedy get away before the minions revolted and feasted upon brains.",1,88,0,0
4143,4071,28-Aug-17,"Took my vehicle KNOWING what the problem was, and they still charged be a $150 ""Labor"" fee for diagnostics. Part back ordered, they don't offer service loaners which I already knew. However I had to contact Jeep directly for any assistance in trying to speed the process up. No calls back, left messages with no response. Got tired and decided I'd be best off taking my business elsewhere. They wanted to charge $900 for parts and labor on one part. They think their clients don't know anything about their vehicles and still try to get over on the ones that do. Such a shame because this is seriously affecting BRAND perception as a whole.",1,88,0,0
4144,4072,01-Jun-17,"Service said they would call when truck ready. No call or update received. Service dept and service dept manager do not pick up when called. Just loop recording for 45 minutes! Finally got a manager (not in service dept as cashier said ""oh he is not here"" well other receptionist did not know that or just transferred me anyway) at 7:00pm who said truck was ready!! This was after a week of no returned phone calls to make an appointment, that then wasn't needed. Appalling!!!",1,88,0,0
4145,4073,09-Apr-17,"I worked on trying to get an appointment with them and even setting up a time to call them to discuss options and they were unable to actually be available during the time they said they would be available. 
Also, I called and tried to ask questions about a vehicle on the lot and after a 15 minute hold they asked if they could call me back. It's been a week and I still haven't heard back.

Do not recommend.",1,88,0,0
4146,4074,27-Mar-17, Took my car twice in one week for Check Engine Light and still having issues. Went back again today and the service  manager told that they do not have time to see my car. No wonder this place is off limit by many military units. Please stay away from this place. My unit placed IPAC off limit for Governmnet and military personnel.,1,88,0,0
4147,4075,19-Mar-17,Had a check engine light last August. Ended up EGR problem. I was told it had to be replaced when it could have been cleaned. I was given no options. The part was $900 and labor brought it to $1300. What a rip. I have made a complaint to Ram. The part if needed to be replaced could have been had at Advance for about $550. What a scam. I took the one they put on and cleaned it. I had it on n 10 minutes. Four bolts and one clamp. Beware. ,1,88,0,0
494,4076,02-Feb-17,"Went in for oil change and asked that the vehicle be checked over before I leave for a long trip. They said they always do a check of vehicle. Okay so far. After oil change, service writer said mechanic found that my brakes were in need of new pads front and rear AND that my oil pan gasket was leaking oil AND that I had an oil leak at the rear main seal.  I declined any further work. Upon returning to blazing star campsite lot 529 I checked closely on the concrete for any signs of an oil leak at the spot I had parked every one of the past 15 days. There is no oil stain whatsoever. I later crawled under the truck to look for myself and it is dry, completely free of any oil leaks. And this service writer, a tall thin young man dressed in black having a texas drawl had replied when I asked how bad the leaks were, that it was dripping oil. That's a con, and attempt to a swindle me for unnecessary work likely cause I was headed out of town, may jump to get it fixed and never be back to complain. I rated the averages only cause it was done with no apparent errors.",1,88,0,0
4195,4129,16-Jan-20,Steve was rude and wanted to see other options but every answers was no no no my girl bought car I went somewhere else and bought a brand new car from another dodge dealership I asked him if I could get another key he was no no no I was going to buy 2 cars from that lot but that was my only girls option but I went somewhere else and I got no on buying a car I wanted so I moved to another dealership and at least said let me check on that for you and tried Steve just wanted to sale his car fast ,1,89,0,0
4196,4130,13-Jan-20,"I brought my vehicle in twice, and conversed on the phone twice before the issue was resolved.  As of now, the warning still appears on the screen, even though the issue was supposedly addressed -- or at least I paid for the service to have the issue resolved.",1,89,0,0
4197,4131,11-Jan-20,Did not honor online price.  Once in finance was charged ridiculous price for tint and vehicle locator service  ($1999 and $2400).  Would NOT recommend dealership!,1,89,0,0
4198,4132,07-Jan-20,"Horrible service horrible . The Service manager , Trying to get my truck in Service is like pulling teeth . I just got my truck fixed for what had happen 6 months ago . I go to autoNation to get my truck Service . I hate I even got a vehicle from y’all . It’s a list of things ...",1,89,0,0
4199,4133,28-Dec-19,It was the worse experience ever. They made so many mistakes that cost me extra money. I will take my business else where. Never again!,1,89,0,0
4200,4134,21-Dec-19,Already spoke with a service guy and just like the previous time no one knows nothing using the excuse “there’s no notes” Spent 40 min on the phone and nothing was resolved ,1,89,0,0
4201,4135,20-Dec-19,I always go to gulfgate dodge and work with Mrs. Gwenevere. She has always gave great service.  Went with a different sale manager Mr. Watkins  because she was on vacation and boy was it xxxx on earth NEVER EVER WILL I GO TO GULFGATE DODGE AGAIN,1,89,0,0
4202,4136,13-Dec-19,"The reason that I don’t like the service is because the service man, he don’t tell me details of the problem of my truck.. when I ask some questions about my truck, he don’t a answer my question he said that he don’t know about, he just go what the results of computer tell about the truck....and he was on the phone for long time Even know that I was there waiting for him....he don’t license my expectations of my truck...",1,89,0,0
4203,4137,12-Dec-19,"The sals woman, Kimberly Diaz advertised a 2019 F250 Lariat with 36k miles for $45k. I stated that the truck is listed on the website for $54k. She confirmed that the sales price is $45k for the 2019 F250 Lariat. When i requested to come in to buy she then changed the vehicle to a 2019 XLT with more miles and then stated that the sales price was $54k for the lariat. 

DO NOT DO BUSINESS HERE! PLEASE GO ELSE WHERE. THEY WILL TRY AND GET OVER ON YOU

",1,89,0,0
4204,4138,11-Dec-19,I interacted with several different people and they were very helpful and informative BUT THE SERVICE DEPARTMENT SUPERVISOR MR. HERNANDEZ WAS RUDE HE NEVER RETURNED MY CALLS AS HE SAID HE WOULD. I  WAS VERY DISAPPOINTED WITH THE TIME IT TOOK TO MAKE MY REPAIRS. ALSO HE TOLD ME MY BATTERIES WERE BAD BUT HE DID NOT REPLACE THEM HE ONLY CHARGE THEM UP.. THAT SHOULDN'T HAVE TAKEN HIM ALMOST 1 WEEK. JUST TO CHARGE MY BATTERIES. If I could've gotten some regular updates I'd have felt much better but he was very evasive and unconcerned about my 2019 Dodge Ram and the repairs.,1,89,0,0
4205,4139,03-Dec-19,the technician did not tighten the screw with my oil change.  Oil everywhere and all over my driveway too. Am back here again to see what they are going to do about it.,1,89,0,0
4206,4140,24-Nov-19,"well I just purchased my second vehicle from this location..I've only had my new car for 6 months..so. I assumed I would get 3 oil changes like I did for my previous car, so I went to the dealership and told them I was there for a oil change..yes. I'm aware I should have asked but like I asked I assumed it was with my package..well when it was ready I go collect my keys and she tells me the price..so i ask about the free oil change and she tells me they only give you 2 now..ok..whatever I'll give you that..but then i asked if i was paying for it why didn't the guy ask me which one i would like..because i know they have different options because I have paid to hey my oil change there as well.and she told me they give automatically give you the one they gave me..which I think is so dumb..I've never went to get my oil change and they just did what they wanted and charged..I feel like they f***** me over..will never get my oil changed there again.",1,89,0,0
4207,4141,23-Nov-19,"I had a quote from another dealership and I was told by Kenna (online rep) that Gulfgate would match the offer. I came in and told my salesman ( Jennifer) that. Instead of getting to the point, she wanted to play the sales game with me. She disappeared and kept me waiting.. She came back with an offer that was higher then the quote i brought in. I felt disrespected and I thought about walking out.  I should have walked out. After I refused her offer, she was quick to match the offer I brought in. Even though I came in with my own financing, she insisted on getting me to finance through the dealer. That included more waiting. She eventually sent me off to financing when I met a pleasant lady. Within 10 minutes of being in her office, we were interrupted twice to see if I was financing through the dealership. After her failed attempt, I paid my down payment and waited for Jennifer. More waiting. After she became available, she took me to my truck and showed me how to hook up the bluetooth. I asked her if my truck came with a care package ( nitrogen, lifetime tint, etc) and she wasnt sure if I purchased it. Instead of finding out, she left and that was it. My truck wasnt freshly washed nor was it pulled to the front of the building; It was in the parking lot with a bunch of irrelevant papers stuffed in the glove box. This was suppose to be a big moment for me and it was ruined. I didnt feel like she cared at all. On top of that, she never said a word about the features of the truck, warranty, care package, and uconnect.After getting home, and having time to play with my truck, I had a bunch of questions. I emailed her and emailed her and she never responded. Finally, I emailed someone else and she got Jennifer to respond to my emails. Instead of explaining her answers, she responded with a very short response. It clearly didnt answer my questions and I looked online. There was still one question I had so emailed the finance manager and then the sales manager. Nobody responded, and I've given up. I completely regret buying the truck through Gulfgate and I will never reccomend this dealer to anyone. Such a huge disappointment!",1,89,0,0
