,Date,Reviews,Ratings,
334,18-Jul-16,"Overall great experience leasing a new car, over a holiday weekend.  The sales team was professional and very easy to work with.  Perfect addition to the family fleet of cars.",5,
337,15-Jul-16,"This is our second experience with Hyundai® leasing a vehicle.  I basically stated ahead of time what our needs were as to vehicle, trim and lease payments.  Hyundai came through once again with a more than fair and equitable deal for us.  We leased a Tuscon....I had also test driven a Nissan® Rogue and I know for sure that I would have received lesser vehicle trim for my money, not to mention there have been 9 recent recalls on Rogues!",5,
338,15-Jul-16,"It has been awhile since I bought a new car, but the staff at NCH were the absolute best. Joe Murray was informative when questioned; very friendly but not in an obnoxious way (earned some points in my book for that one), and most importantly to me, did not hover but was easily available when my wife and I had questions.  I've purchased over 6 new vehicles in my life but this one was the easiest and by far the most pleasant of those new vehicle purchases. In my book, that speaks volumes about the staff at NCH.",5,
339,07-Jul-16,"We were very satisfied with the sales personnel - they went ""the second mile"" to satisfy our needs and desires and find us just the right model.  They were courteous, professional, thorough and friendly.",5,
340,07-Jul-16,"When we starting thinking about a new car we looked at other options. But we were so pleased with our first North County Hyundai purchase and all the regular service we've done with North County, that it didn't make sense to go anywhere else. Glad We decided to stick with North County. The whole process was smooth and easy. I feel like I was given the time and patience to make the right choice in model, options and financing. I'm very happy with my new Elantra.",5,
341,07-Jul-16,I experienced over the top customer service at this dealership unlike any dealership I have dealt with in the past.  Everyone on the staff were up on their A-game and a joy to work with.  I will be sure to refer anyone that I know shopping for a vehicle to North County Hyundai.  I am looking forward to a new and long relationship with this dealership.,5,
342,07-Jul-16,Excellent experience.  Salesman very knowledgeable & answered all questions.  Made our experience buying a car very pleasant.  Experience was really made to feel special.  Survey is a little too much having to fill in 25 words for a wonderful experience.,5,
343,06-Jul-16,Made the process very easy for me.  The sales staff at this dealership has always been very welcoming and personable.  I have and will continue to recommend them.,5,
345,05-Jul-16,"See my review on previous page! Nothing but wonderful things to say about this dealership and team. It's rare to say you actually had a good car buying experience.. But thanks to your team, that is all that I have been sharing with my clients, Co workers, family and friends. Job well done!!",5,
346,01-Jul-16,"Everyone at this dealership is professional, courteous, and goes out of their way for customers.  I am a Hyundai buyer for life because of this dealership.",5,
348,30-Jun-16,I thought I had researched Sonata Hybrid price and features adequately on-line.  However the hour or so I spent with Chad not only expanded the little I actually knew about this vehicle but resulted in a price I am satisfied with.,5,
350,29-Jun-16,"In a nut shell, no hard sell and very friendly staff.The finance lady ( Catherine Alvarez ) does a wonderful job and I've purchased many new cars and she made me feel like she was happy to do whatever needed to get the deal done and mailed up to Sacramento ASAP and that was not something I expected.Please show her the Appreciation she deserves for all the good work she does for ( Hyundai of Carlsbad!",5,
351,25-Jun-16,Eric Becker is an excellent staff member that treated us very well. Our entire experience from start to finish was very pleasant.  I will definitely recommend this dealer to my friends and family.,5,
352,23-Jun-16,This was our second car leased from this dealer.  We were impressed with the professional manner of everyone we dealt with.  They made the experience painless.  We will be back when it's time for another new car.,5,
354,21-Jun-16,"We chose North County Hyundai after speaking with Eric Becker from the Internet Sales Department. We gave him the model and color we wanted and set up an appointment. When we arrived, Eric had the exact vehicle parked and waiting for us by his office. We didn't have to roam the lot looking. It was as easy as that!",5,
355,16-Jun-16,"I was greeted promptly by Robert, the Sales Manager. He did most of my deal and handed off to Alex, who was kind, courteous and knowledgable. Great overall experience!",5,
357,10-Jun-16,"When I arrived at the dealer there was no one outside to greet me.  I think they all had customers they were working with.  I walked in and asked for some assistance.  A gentleman named Alex came up to greet me and help me with any questions I had.  I told him what I was looking for and my situation.  He promptly set me up in a Genesis you had on the lot so I could see inside and look at some of the features.  From there we took a test drive, which went very well.  I was impressed with his knowledge on the car and the features it had.  Once we returned he bent over backwards to help me find the right Genesis for my particular tastes.  Once found the rest of the transaction went very well.  He was extremely helpful in setting all aspects of the sale up for me.  He articulated all portions of the car with me, set up my Bluetooth, set up my first service appointment.  I couldn't have asked for more.  Well done.  My roommate, my brother and I all have gone to Carlsbad Hyundai to buy or lease cars.  I would recommend this dealership to anyone.  I had my first service with getting my windows tinted and it went flawless.  Thanks Alex for you help.",5,
359,09-Jun-16,I had an excellent experience. The dealership worked with me to give me the most for my trade in as well as pointing out incentives and rebates that would save me even more money. I will returning to this dealership for my next vehicle as well as recommend them to all my friends an family.,5,
363,03-Jun-16,Buying a vehicle has never been this easy. Nice and straightforward sales person at this dealership. Will definitely recommend this location to my family and friends. Thank you once again!,5,
364,03-Jun-16,"Upon arriving at Hyundai, I noticed how clean and nice the facilities looked. Alex came right up to me and offered a friendly handshake and warm welcome. We went over my car needs and he paired me up with the perfect car! After test driving the Elantra I knew it was the car for me. We went inside and quickly and efficiently worked out a deal for a lease, and before I knew it I was driving home in my new car! Great job North County Hyundai!",5,
365,02-Jun-16,Dealer as a full worked together to give me the car I needed and wanted and a great price. I would recommend the dealer to any friends and family looking for a car.,5,
368,29-May-16,My family had a wonderful experience. Everyone was friendly and answered all the questions we had. We'll definitely be back and recommend this dealership to people we know.,5,
370,26-May-16,"I went in not know if I was going to qualify for anything with my low credit score, and they made sure I was taken care and able to get a brand new car on top of that! I'm very happy and very grateful! Thank you guys so much!",5,
371,25-May-16,"We were very happy with the whole experience when looking for, and purchasing our new car.  Josh is the best!!! Thank you everyone at Hyundai.",5,
373,18-May-16,Eric the salesman was very nice and understood what I was looking for right away. I was stuck on choosing which car I wanted and they didn't rush me into anything or try to sell me into something I didn't want which was good. Great staff!,5,
374,16-May-16,My experience at Carlsbad Hyundai working with Christian Alvarez has been exceptional I would recommend to the dealership to anyone I have been very very satisfied I have moved out of the Carlsbad area but have gone back to Carlsbad Hyundai because of the exceptional service,5,
375,14-May-16,The team was so professional. They got us what we wanted in minutes flat. They all worked together to be sure we were satisfied. The entire experience exceeded our expectations. We will be back!,5,
376,12-May-16,Excellent experience and smooth transaction. I was quoted a good price and all the lease details were fully disclosed to me when I asked them.,5,
377,12-May-16,I checked the  2016 Tucson when I brought my Sonata in for Service.  I met Erick and I kept looking at it. Told him when I was ready I would be back. Finished the Deal in April,5,
378,10-May-16,"Can't say enough about your Internet Sales manager, Alex.  He worked with me on my tight budget and more importanly, my tight time frame and schedule.  I leased a Tucson for my daughter, and he literally helped me achieve every single request I had made (from the vehicle itself, to money and schedule).   Great experience. Thanks, Todd Breton",5,
379,09-May-16,"I Highly recommend North County Hyundai.  My experience in purchasing my new Tucson was honestly the easiest and best I've ever had.  I actually had so much fun.  I felt like family.  Emanuel, Ross, and Cathy were just incredible.  They were thorough, professional, nice, and honest.  I can't say enough.  Nothing like I've ever experienced before in buying a car.  None of that back and forth stuff.  It was easy and very fair. I'm looking forward to seeing them when I go back for normal service.  Thank you Emanuel, Ross, and Cathy for everything!  I'm having a blast in my beautiful new Tucson!  I will be back, when my daughter is ready in a few years, I'll be purchasing another Hyundai from you guys.  You've made a lifetime customer!",5,
380,09-May-16,"Couldn't be happier. Josh was excellent, stayed in touch with us as we were buying a home and couldn't yet purchase, never pressuring but following up with care, to see how things were and to congratulate us when we did purchase our home.  Can't say enough great things about North County Hyundai, this is how every dealership should be ran.",5,
381,09-May-16,Excellent service. Joe Murray provided excellent service and was very helpful. Worked and helped me find the vechicle that fit my needs. Joe Murray was awesome!,5,
384,01-May-16,"
Received a call from General Sales Manager we both had our time to speak about the situation and we came to a resolution and a good understanding on both sides so my rescore is my Honest rating that I felt the same as the day I bought the Car. Thank you Todd and Gillian Thank you for fowarding this.







.",5,
385,30-Apr-16,"As I stated before, I traded in my 2012 Genesis Coupe for a 2016 Tucson Eco and love it and love the free car wash that you offer.  Trust me that is a huge selling point plus everyone I have encountered at the dealership has been amazing so thank you!",5,
386,20-Apr-16,Best experience ever at a dealer I felt like they took care of everything that I asked for while keeping me in my price range so I wasn't talked into buying something I couldn't afford.,5,
387,20-Apr-16,"My car buying experience was made easy. I love my new car, and I'm so very happy I went with North County Hyundai for my new car choice. Alex was so thorough in explaining the features of the different cars, and letting me test drive what I wanted, even the hard to get to cars! Happily, the hard to get to car was the one I ended up buying! Thanks, Alex.",5,
388,20-Apr-16,It was wonderful we've purchased 2 Hyundais and leased 1 and also talked our friends into buying them so 4 friends now have them and love them as much as we did,5,
391,08-Apr-16,I came in with my 2012 Hyundai Sonata because I was having issues with the transmission and little did I know I would be driving out of this dealership with a new 2016 Sonata. Mike and Robert were great people to work with and I never felt pressure by either one of them.,5,
392,06-Apr-16,"""Both my husband and I enjoyed our experience with Mike Jolie.  He did a great job in helping us make our decision in selecting the Sonata Sport.  Both my husband and I feel that we ended up with a """"luxurious"""" feeling car without having to spend a lot of money.  We also felt that he did a great job in working out a fantastic deal which benefited both us and him!  Everyone that we met during our visit made us feel important and that they truly cared about our experience.  (The finance manager Catherine & the service manager Ulysses were both very friendly and helpful)  Both my husband and I walked away from our entire experience feeling like we had known everyone for a long time!  We will definitely recommend North County Hyundai to anyone in the market for a new car.""",5,
394,02-Apr-16,"Josh Jamison, who we have bought our last three Hyundai's from is excellent at his job.  Very personable, informative and always willing  and goes out of his way to assist us in obtaining the right vehicle for our needs and price.  All of the individuals that we have come in contact with in sales, service ad finance have always been very helpful and do all they can to accommodate us.  Very friendly group.",5,
395,31-Mar-16,Dealerships would do well to hire people like Christian who appear to consider the needs of the customer and match those with a car purchase without making the customer feel pressured.,5,
396,31-Mar-16,"Eric allowed me time to make up my mind about when and which car to buy. He reached out on occasion with texts but he was never too pushy. If he had been, it would have cost him the deal. I really appreciated his respect and patience. At the same time I also appreciated that he didn't give up trying to sell me a car. Truly his sales style was a perfect match for me and I would highly recommend Eric to my family and friends and I would definitely recommend the Genesis. So much luxury car for the money.",5,
397,31-Mar-16,"The staff at Hyundai North County were very friendly and professional.  We had a great experience buying our 2016 Tucson.  They answered all our questions but were never pushy or aggressive.  We actually waited one week before we returned and bought the vehicle we wanted.  We were able to negotiate a fair price and we were very happy with the whole car-buying experience there.  We definitely recommend Hyundai North County to anyone looking for a great car product, a great value, and an easy straight-forward buying experience.",5,
400,24-Mar-16,Alex was super nice and really helpful walking me through the steps of purchasing my first new car. I felt no pressure at all to purchase something I didnt want. I left the lot with the perfect car at the perfect price. I would definitely recommend this dealership!,5,
401,23-Mar-16,Erick DiMello is amazing to work with and is a class act guy! We would absolutely come back to work with him and refer other to him.,5,
404,15-Mar-16,Great service and they met all my demands with ease. It was a pleasurable experience and my third car from this Dealer. I intend to continue my relationship with them until they fail to meet my expectations.,5,
405,11-Mar-16,I would highly recommend this dealership and ask for Christian or Erick and Robert.  I would also recommend going through Costco Auto Program.  Everyone here is top-notch!,5,
406,11-Mar-16,I would highly recommend all my friends and family to deal with North County Hyundai. The staff was very professional and easy to deal with.,5,
407,11-Mar-16,"I would have preferred that my new Elantra included a CD player and a GPS, but were fully aware that these items were not included before we concluded the purchase. We use both items extensively when travelling, so we had to make other arrangements for both items.",5,
409,11-Mar-16,I had not considered the car I ended up buying and attempted to move on until the salesman patiently pointed out all of the benefits of what I did not realize I would get.,5,
410,11-Mar-16,My 6th Hyundai. I trust and love the dealership. Thank you. I will continue to lease as long as I can. Have a great day.,5,
411,11-Mar-16,"""I've been going to Carlsbad Hyundai since I leased my first Sonata in 2013.  I've found the service department friendly, knowledgeable and my service was always on time.  My first Sonata was a base model. I returned for a new 2016 Sonata lease and decided to go for the """"bells and whistles"""" and am glad I did.  The 2016 is even better than the 2013 especially the suspension makes for a more solid ride.""",5,
413,04-Mar-16,The Carlsbad dealership had just the right car for me. I told them what I wanted and they showed me a vehicle that matched what I described.,5,
414,09-Feb-16,I'm satisfied with the experience that I have had with this North County Hyundai. I definitely recommend this dealer as they're professional on the their products and services.  ,5,
416,08-Feb-16,I worked with Erick who was very nice and efficient.  I came a long way for this car because my local dealer didn't have it.  Erick had the car ready for me when I arrived and helped me through the whole process.,5,
419,31-Jan-16,Carlsbad Hyundai took away the Cliché of how an experience of buying a new car can be as hearing nails on a chalkboard and replaced it with professionalism and a comfortable experience,5,
421,17-Jan-16,All staff were very friendly and accommodating. Erick De Mello was working with us throughout the experience and we are so happy with our new Elantra. People like Erick make us want to return to Hyundai. ,5,
422,14-Jan-16,Friendly sales person. Worked hard to get me the deal i was looking for. Thank you so much. I had a great experience and love my new car!,5,
423,12-Jan-16,"My experience at your dealership was really great! Alex was friendly but not sickeningly so...he didn't ""try too hard"" and it was actually very refreshing. We had reached a deal on the phone before I ever came in. My test drive was at an different dealership but the salesperson was ""typical"" which became quite annoying so I moved on. I wanted to cut the bs out of car buying as much as possible. Alex was great?",5,
427,05-Jan-16,Really liked how easy it was to buy a great car.  I very much enjoy driving my new Hyundai Tucson and all the features available.,5,
428,05-Jan-16,it was awesome  i knew what i wanted n he helped me get jt  no hassel and was very fast the car i wanted was in the overstock lot so he personally went to grab it which i thought was cool ,5,
429,31-Dec-15,I've purchased over 10 vehicles in my lifetime and I got to say it was the easiest process I've experienced. Josh the salesperson is knowledgeable and straightforward. Ross the sales manager is quick with giving you the best price upfront. I'm recommending this dealership to all my family and friends. ,5,
430,30-Dec-15,Awesome experience here at Carlsbad Hyundai. Stephan my salesman was very professional. Thank you for everything guys. Carrie is A+ . Great job on getting me my dream car!,5,
431,26-Dec-15,"Eric Becker was excellent and showed me how to use all the new features on my new Tucson, the navigation is excellent and easy to use, great job!",5,
432,22-Dec-15,"This was our third Hyundai purchased from this dealership and if a fourth is needed, we would for sure purchase from North County Hyundai again!",5,
434,10-Dec-15,We are very happy with the service we received and the vehicle we purchased! We bought the 2016 Hyandai Santa Fe Sport and received a great trade in value for our 2004 Hyundai Elantra. I would definitely recommended this dealership to my friends and family. ,5,
435,08-Dec-15,Great selection of vehicles with a well informed staff. Low pressure sales staff willing to go the extra mile for the consumer. Thanks for the great service and awesome new car.  ,5,
437,07-Dec-15,"Staff  at was courteous, professional and knowledgeable. Staff went above and beyond to accommodate my needs. I appreciated the service and attention to details. Highly recommended.  ",5,
438,07-Dec-15,There are lots of dealers in the San Diego area. This is the only one I would recommend. I started my process from the Internet and these guys helped put together an offer that was competitive and were helpful without being dismissive or aggressive like I had experienced elsewhere.,5,
440,03-Dec-15,"professional and friendly environment at all times. Stephan was so easy to talk to and very interested without being pushy. Explained everything very well. Thanks, ",5,
442,25-Nov-15,Thanks to every one at north county Hyundai this is the 2nd car i buy it from north county Hyundai and I will send every one to you ....to Chris    ,5,
443,23-Nov-15,"We would highly recommend North County Hyundai... the staff was great and Emanuel was incredibly knowledgeable, polite and worked really hard to get us the perfect car for our family.",5,
444,20-Nov-15,"I approached North County Hyundai with weak credit and an old trade-in that still had money owed on it.  We tackled a lot of details by phone and email, and they were able to put a deal together on a 2016 Veloster that I was really happy with.  Only had to spend about an hour at the dealership, including the test drive!  Overall this was by far the best car buying experience I've ever had.  No pressure, no attempts to switch me to a different car, no hidden costs or fees... everything was very professional and very friendly.  Go check them out, you'll be glad you did!   ",5,
445,14-Nov-15,"Good experience, well explained, patient with my questions.  Looking forward to coming back to dealership for tutoring on items I don't quite understand yet.  Loving my new Tucson Limited w/Ultimate Pckg.",5,
446,11-Nov-15,awesome!!Process was so quick&easy.was an awesome experience.Have already ref someone to syd williams I had such a great experience with him.Im a super happy customer!!,5,
447,10-Nov-15,"Statement/summary included within attached questionnaire.  High standards of professionalism, journey-level knowledge and, ethics.  Went out of their way to provide one of the best car buying experiences I've experienced.",5,
448,05-Nov-15,BEST. From time of meeting was approximately three hours to driving out my Sonata I was extremely pleased With the two people I worked with- Christian and Amy? in Finance. Both explained everthing answered all questions and certainly left me happy and satisfied  that I not only got a great car bur a very fair price. Martin Farfel,5,
450,25-Oct-15,"Contacted Todd, General Manager told him what I wanted and he delivered was easy to work with. Salesperson Corey was very professional, attentive and detailed. Finance Director Catherine was very helpful and very pleasant yo work with. Service/Parts Dept Manager Gillian is the best. Very professional, excellent customer service. I love NCH!!!!",5,
451,21-Oct-15,"My experience purchasing a car was great. Being my first new car purchase I was a bit nervous, but the staff was exceptionally friendly and welcoming, as well as very knowledgeable and professional. Thank you for making my experience a very enjoyable one, I look forward to driving my Hyundai for many years to come. ",5,
454,13-Oct-15,Every one was very nice and helpful. I love all of the complimentary services offered at the dealership and I love my new car more than anything. It's perfect for me and my growing family!,5,
455,09-Oct-15,It was smooth and pleasant. I did not feel pressured but was met with efficiency and knowledge. I will definitely recommend Hyundai to my friends.,5,
456,08-Oct-15,I went by myself as my husband was working to purchase a new car. I was treated respectfully and professionally and got a fair deal.  I would recommend this dealership highly!,5,
457,08-Oct-15,"I wish that I could have got the payment needed to lease the Genesis instead.....maybe next time. Moving really impacted my anticipated mileage, so I was way over at the end of my lease.",5,
458,06-Oct-15,"I will recommend any of my friends that are thinking of purchasing a new car to go to
 HYUNDAI CARLSBAD Car country sincerely Gary and Karin Eldridge.",5,
459,25-Sep-15,"I searched deals online, found what I wanted - called the dealership and asked them to bring out that specific car. Withing 1 hour or so we showed up, the car was waiting out front when we arrived. We took it on a test drive and that was pretty much it. It was super easy, we never even walked the lot and we weren't pushed to look at anything else because we already knew exactly what we wanted. It was fast, easy and to the point. ",5,
460,18-Sep-15,Amazing experience for a first time buyer looking for a reliable car in which one can enjoy and be satisfied with. Great staff and friendly characters,5,
461,18-Sep-15,Had a great experience. Everyone was friendly and no pressure. No one tried steer me into a car I did not want or pressure to add options. ,5,
464,11-Sep-15,"This is my third genesis.  Made the mistake on the last one and went with another Hyundai dealer.  I came back to North County this time
",5,
465,10-Sep-15,"The best experience I have had yet. I recommend Christian for anyone who is looking to purchase or lease a car WITHOUT the ""car salesman"" scams. I trust this company and, besides, no one beats their service and warranty. ",5,
466,10-Sep-15,"I just realized that exactly one year ago I bought my daughter an early 18th birthday present. Scion tC was what she wanted. Yesterday, I spoiled myself with a new 2015 Hyundai Sonata Sport PZEV with premium and tech packages. Alot can happen in a year.  Thank you to God for all my blessings. Thank you to Navy Federal Credit Union for taking care of me again. Thank you to Alex Peterson and the staff at North County Hyundai in Carlsbad.  ",5,
468,09-Sep-15,Great experience at North County Hyundai. Eric Becker was easy to work with and very attentive to my needs. I would highly recommend this dealership to my friends.,5,
469,09-Sep-15,"My very first experience 5 years ago was very frustrating. However, at Carlsbad Hyundai, I had a very friendly and great experience to buy this needed new car; it was the complete opposite in the good sense. I strongly recommend this car dealership for the professional service, communication and great purchase experience.",5,
470,07-Sep-15,"We bought two that day!
My son-in-law had done all the research and had decided on a Blue Elantra w/Value package.  After shopping we him in Las Vegas and having two awful experiences, he found the exact car near my home in Carlsbad.  I reviewed it and the deal, called him (several times) and he committed to driving from Vegas to pickup the car.  I went with him to the dealer for the purchase.  The treated him very well and he secured a great deal.  When I asked if I could have the 'same' deal, they said of course!  I said, great, I'll take the bronze one next to it.  
Two new Elantra's to the family, both have exceeded expectations.  So far (first 1500 miles)
All the best.
John Moes",5,
471,07-Sep-15,"The process was as easy and professional as I hoped for.  I have bought many cars and dread the process and pressure of a dealership.  As soon as I walked on the lot, I was greeted by Erick who was nice and professional.  He was straight forward and very easy to talk to.   Even though he knew I was not commited to buying a car that day, he spent a lot of time with, answered a lot of my questions and consulted with me to help me make the best decision.  I felt as if I could leave the lot at any time and Erick would not have pressured me at all.  In fact, I left without buying the car and told him I would have to think about it.  He was very understanding and shook my hand and reassured me that he was available to answer any questions I had.  Later that evening, I called Erick to tell him I was on my way buy the car.   He had everythign ready to go as soon as I got there.  I was in and out very quickly.  The car was spotless, had a full tank of gas and received great training on how everything worked.  Great job Erick and team!!!",5,
472,06-Sep-15,"The experience of purchasing my vehicle was low key, quick and easy.  The salesman was not pushy or aggressive.  He was very professional and informative.",5,
473,06-Sep-15,Eric my salesmen and Ross the manager were the best I have ever dealt with in a car buying experience. These two showed a professionalism not found in the car buying arena.,5,
475,20-Aug-15,We had a great experience!  I would definitely recommend Hyundai Carlsbad to a friend and Eric really treated us great!  He was very professional and knowledgeable. We love our new car :-),5,
477,18-Aug-15,"Everyone was awesome. Will definitely recommend to my friends. Cory Robert, Todd,Josh were so very helpful. Although the 25 word minimum word limit on this survey is annoying.",5,
479,14-Aug-15,Buying our new Hyundai Sonata from North County Hyundai was one of the best buying experiences of our life.  Hat's off to North County Hyundai.,5,
480,12-Aug-15,i have complete faith and trust in their ability to steer me to the right choice.  the car i  purchased has so many technical options that it befuddled me at the beginning and thankfully both todd and alex took the time to ride with me and explain things to me.,5,
482,11-Aug-15,I would highly recommend North County Hyundai to anyone in the market for a new car. Their professional no pressure approach is refreshing and makes an enjoyable car buying experience. They are knowledgeable and informative without being too technical. The sales process was smooth and easy with no hitches and the finance went quickly and easily.,5,
483,07-Aug-15,"I loved everything about north county hyundai, and Will definitely recommend to anyone in the market for a new car! Very happy with my first experience buying a new car",5,
485,04-Aug-15,This was my first time in a Hyundai Dealership and I must say it was an enjoyable experience.  Everyone was helpful and friendly and worked with my brother and I to help me purchase the vehicle that I wanted!  I am bringing my brother back to purchase his next vehicle soon!  Thank you.,5,
487,29-Jul-15,"Great car buying experience, no hassle, no pressure. Very friendly worked as fast as possible to get us in and out without feeling rushed or like it was taking forever. ",5,
488,28-Jul-15,The salesman was very professional and straight forward in negotiating the trade-in value of my old car. The whole thing went very smoothly I am completely satisfied with the purchase.,5,
490,28-Jul-15,"We have purchased many vehicles over the course of our lives, including vehicles from Lexus, Ford, Toyota, and Chevrolet.  Our lease of our 2015 Hyundai Genesis exceeded expectations, both in terms of car quality and dealership experience.

",5,
491,25-Jul-15,"my salesman was great, the staff was real nice. my salesman  called me back the next day to make sure i was happy with my car. my car got great fuel mileage on 1st trip ",5,
492,22-Jul-15,"Successfully negotiated Hyundai purchase totally online.  My preference for online negotiations was accommodated and respected by dealership salesperson.  All necessary transactions, documentation and paperwork were handled smoothly through UPS.",5,
494,15-Jul-15,I had a great experience at North County Hyundai. Both Eric and Todd were very laid back and helped me find the right car in my price range. ,5,
496,15-Jul-15,It was a five star experience.  The customer service was like no other.  The sales person Emanuel was one of a kind and my wife and I truly appreciated it!!,5,
497,14-Jul-15,"Excellent experience with Hyundai Oceanside and Costco Auto Buying Program.  No pressure salesmen, friendly and anxious to please.  We would recommend this salesroom to friends and family.",5,
498,14-Jul-15,"From the moment I walked in, I had a fantastic experience. Very friendly and helpful staff. I was very impressed with the level of professionalism and enthusiasm for the many perks of buying my car from this dealership. I am extremely satisfied with my new car.",5,
499,13-Jul-15,Friendly staff that doesn't pressure you into sale; they let their cars sell themselves.  Helpful in showing and allowing you to test drive the cars that you are interested in reviewing without trying to up sale to other cars.,5,
500,13-Jul-15,"Current owners of a 2003 Santa Fe and it's been a great car.  Just purchased a 2016 Santa Fe Sport Turbo Ultimate...couldn't be happier or more impressed.  Amazing to see all the little differences and improvements in design, build quality, and features.  Dealership experience was great, no hassles and the vehicle literally spoke for and sold itself...no sales pressure needed.  The staff pointed out all the features and answered all our questions fully.  Thank you!",5,
501,05-Jul-15,"This was one of the best car purchasing experience ever thank you to the most friendly and helpful staff and sales associate in the business.
From the first day I walk into the dealer to the last day I made the purchase Rachael Danyew made me fill at home and treat me and my wife like family.",5,
