,Date,Reviews,Ratings,Label
859,11-Apr-16,"Last new car I purchased was 22 years ago, so needless to say I approached the task with a little apprehension. I had done a lot of research and test driving before deciding on the  Sonata Plug in and the staff at Capitol Hyundai were helpful and patient with all my cocerns. The process was amost painless.",5,
860,11-Apr-16,"Since I sold my old SUV I have been missing it. I did some research and fell in love with the Tucson. I called and was greeted with amazing service, definitely recommend for everyone to buy at Capitol Hyundai. If you don't come here you are missing out.",5,
861,10-Apr-16,Nothing more.  Only that this review is too long!!  hope next similar review will be shorter.  I will reccomend Capitol Hyundai to others.  all the best to Capitol Hyundai.,5,
862,08-Apr-16,Excellent staff that was very professional and got together as a team to help me get my dream car! I will and have recommended Capitol Hyundai to friends that are in the market for a new vehicle and will be coming by.,5,
863,08-Apr-16,The best experience I have ever had. Everyone was very helpful and made everything very clear to understand from the beginning. I will recommend anyone to go this dealership and I will be taking my vehicle there for the recommended services.,5,
864,08-Apr-16,"Great a Dealership, great people, great cars. The people are friendly and very helpful. The waiting area is nice and they made me comfortable while waiting.",5,
865,07-Apr-16,"My experience at Capitol Hyundai is & has been the epitome of customer orientated service. Everyone from the receptionist to the General Manager, treated me with the respect & intelligence that becomes a customers today. I want especially thank Tommy, Reza & Amy for their extra effort.",5,
866,07-Apr-16,I had a great experience purchasing my new Hyundai Sonata at Capitol Hyundai recently!  The people I dealt with were professional and very helpful and I feel I got the best deal possible.  I would definitely recommend my friends and family come and look for their next car here!,5,
867,07-Apr-16,"The reason why I've chose your dealership was because of Irene Ou. She was very courteous, polite and very pleasant to talked to on the phone. She did an excellent job.",5,
868,07-Apr-16,"During the purchasing processes, I was comfortable enough to be enjoyed. I'm very satifying of purchasing the Hyundai Genesis. I wanted the car and I got it that what I want.",5,
869,07-Apr-16,"Just as advertised, we got the car we wanted for the price that we were quoted up front. James was very helpful and made the whole car buying experience very pleasant. Definitely recommend this dealership!",5,
871,05-Apr-16,Excellent Service. Very helpful and friendly staff. Didnt make me wait even a minute extra. Everything was done in order and proper format. Well enough time was spent to work out my financials and they were nice enough to quote a price to my satisfaction. :),5,
872,03-Apr-16,Sales person Adam was extremely helpful.  Due to his friendly demeanor and thorough knowledge of Hyundai vehicles our experience was more positive and we felt we made a good choice.,5,
873,01-Apr-16,My father and I were very pleased with Adam Ramsdell. We thought he was very professional and did not try to pressure us into buying a vehicle. He did an awesome job at explaining everything and he did his best to accommodate our financial needs.,5,
875,01-Apr-16,The dealership was very helpful from the start. I was actually planning on going to look at quite a few cars throughout the day but they provided quick and accurate information and were very straight forward when it came time for numbers. Even when we went to sign the contracts it was smooth and seamless. Overall a great experience! I will buy my next car from them as well!,5,
876,31-Mar-16,"Will refer my friends to salesperson. He was very easy to work with. He certainly knows his product well. He was patient, showed me a number of vehicles and took time to explain all the features of all the vehicles. He took time to answer all of my questions, no matter how simple they were",5,
877,31-Mar-16,Elvira Wilczynska was very helpful on assisting me on my car purchase. She provided me all the features and benefits of the product. I like her friendly and personable approach,5,
878,31-Mar-16,I had to trade in my truck because it was a stick shift and my orthopedic doctor said I had to get an automatic.  Both Adam and Reza were great to work with.  I am very happy with the car I bought.,5,
880,31-Mar-16,Went in for a Sonata I saw online and got myself that Sonata! The staff was very friendly. I was happy with the price! I will also consider coming back to this dealership!,5,
881,31-Mar-16,Very impressed from the onset of an email inquiring about an asset to the having the deal done in 75 minutes including a test drive.,5,
884,28-Mar-16,"Our salesperson was great. Elwira showed us everything about the car, she answered all our questions. We are considering buying another car in the future from her.",5,
885,25-Mar-16,Cameron was my salesperson and he did a great job! I never felt pressured and got the car I needed. Thank you to all the staff for helping me get the car I needed.,5,
886,25-Mar-16,the staff has been very friendly and explained everything in detail to make the purchase very easy. I would definitely recommend Capitol Hyundai for any Hyundai car purchases.,5,
887,24-Mar-16,I liked the fact you were upfront with me and even with hard negotiations still were helping me and being professional. Keep up the great work.,5,
888,23-Mar-16,"""This vehicle marks our third purchase from DGDG's Capitol Hyundai!  I can promise it will not be the last.  This dealership is a true representative as to what buying a car should be like.  Hyundai should be proud to be represented by the Del Grande Dealership Group.  How proud am I that I purchased a vehicle here?  I am so proud that I want a job there!  I want to learn more about the Hyundai Products, and help incoming customers learn more and understand what a great product Hyundai really is.  Moreover, I want them to be a part of the """"Happy Car Buying Experience"""" that DGDG advertises, so they can drive away in their new Hyundai saying they are """"Happy Car Buyers"""" too.""",5,
889,22-Mar-16,"always no haggle experience.listen to customer. very helpful in setting up maintenance schedule, setting up additional features that requires online registration and and value customer service.",5,
890,21-Mar-16,I was thoroughly please with the experience of buying a car from this Hyundai dealership. I would definitely refer my friends and relatives to begin their car shopping here.,5,
891,21-Mar-16,"We will never go anywhere else to buy a car again!  We went to Capitol Hyundai to just look at the SUVs they have. We were greeted by Brian who was very professional but not too pushy. We told him right away that we were not interested in buying today we just wanted information to compare different models. Brian was more than happy to provide the information we needed and even showed us the vehicles they have and let us drive a Hyundai Santa Fe. He was very lively, knowledgeable, friendly, and passionate.  He was so nice he was so nice and not pushy that I knew no matter what I did with things we looked and we would probably come and see him.  He went above and beyond he went above and beyond to match a vehicle to what we were looking for that also fit our budget. It turns out though that we ended up going home in the Santa Fe that day. Reza the finance guy did our paperwork and explained everything very well. We will definitely be back for our next vehicle to Capitol Hyundai and to Brian.  Go see Brian when you need your next vehicle! ",5,
893,17-Mar-16,"Had an overall excellent shopping experience, but my salesperson Cameron went above and beyond the call of duty for our overall sales experience.  He was very professional, not pushy into purchasing the car, and took care of us after the sale.  We would definitely purchase our next Hyundai from him (it would be now our 5th), and have already referred future business his way!",5,
894,17-Mar-16,Dale took the time to look for the specific car I wanted to see out in the back lot at night in the cold.  All I wanted to do was look at what Seaport Mist looks like.  Because of that I purchased that same specific vehicle.  Thanks Dale,5,
895,16-Mar-16,"James did a great job. We're very happy with our new car. I really appreciated that James listened to what I was looking for before we arrived, and had several car choices for us to review immediately.",5,
896,14-Mar-16,It's excellent experience in test drive and buying the car at this dealer. I will recommend other to shop here. The persons I met there were nice. I like the car. It's smooth.,5,
898,11-Mar-16,I purchased a new Genesis from Capitol Hyundai & had the best car purchasing experience I have ever had. Total time from start to finish was 1.5 hours. Got a great deal & it didn't take all day!!!,5,
900,11-Mar-16,We had a wonderful experience at this dealership. Casey was very knowledgeable and helpful and did his best to make sure I got what I wanted. All the staff we interacted with were very friendly and ready to assist. I highly recommend this dealership.,5,
901,11-Mar-16,"Manny is a top notch employee , this is the second time I brought a vehicle from him , he also took care of both my kids , when they purchase there vehicle ,  Manny is very customer oriented and professional when dealing with people .",5,
902,11-Mar-16,"Excellent job, second vehicle purchased at Capitol dealership and the sales force work with us to make it an enjoyable experience.  WE would recommend this dealership again to our friends and family.",5,
903,11-Mar-16,I was very impressed with the service that I received everything was meant to my expectations and moreeveryone was extremely nice and professional and always answered all the questions,5,
904,11-Mar-16,This was the best experience  I've had with a dealership. Everyone I came in contact with was friendly and helpful.  No pressure. I will be recommending Capitol Hyundai to friends and family.,5,
905,11-Mar-16,Our dealer did everything he could to help us out in getting the car that we wanted. I heard we got the best guy at the dealership and he really did prove himself. We hit a few bumps in our application process but we were still able to drive off the lot with the car we wanted and it all got taken care of with no worries from us. This is our second Hyundai car and we will defiantly be going back for another one in a few years.,5,
906,11-Mar-16,Enjoyed the no haggle pricing. I have purchased many cars and this was the most enjoyable. I have not had to use the service department yet so please send another survey after my first experience.,5,
907,11-Mar-16,Adam and Reza were very efficient and professional during my lease and made me feel like family. We're very helpful in decisions that I had to make based on my options and my budget. I would highly recommend going to Capitol Hyundai to purchase a vehicle from this dealer.,5,
909,04-Mar-16,"This is my son's first new car purchasing experience. We dealt with the internet sales department through a TrueCar referral. The people we worked with made the experience and excellent one. From the professionalism we experienced in the sales process to the stress-free, friendly experience in the finance department, the entire experience at the dealership was a distinct pleasure.",5,
910,04-Mar-16,Everyone was extremely nice and professional Steve who helped us has been the one that's always help us with previous purchases he always exceeds all expectations,5,
911,19-Feb-16,Steven was knowledgeable and got us in the right car and it didn't take all day!  I would recommend Steven to anyone purchasing a car.,5,
912,18-Feb-16,I was very impressed. My buying experience at Capital Hyundai far exceeded my previous experience at Frontier Infiniti.  No commission sales people really took the pressure off and I would not do it any other way ever again. Will be back when the wife needs a new car.,5,
913,18-Feb-16,Adam and Nounous went above and beyond to give our family what we needed!! Thank you for everything! Especially your patience!! We will definetely recommend Capital Hyundai ??,5,
914,17-Feb-16,"I have purchased two vehicles from Capital Hyundai. Both experiences were very positive, and the staff were professional. I have been taking the first of those two vehicles to their service department for the past five years, and that experience has also been consistently good. That was a factor in my decision to purchase the second vehicle.",5,
915,17-Feb-16,The process was easy from the first meeting with Elwira.  She listened and got us just what we needed.  Never pushy.  She was very efficient and made the final paper signing a breeze.,5,
916,15-Feb-16,"Oit salesman Eric Wong was very knowledgable and very polite. Didn't try to push any sale and actually worked with us, unlike other dealerships we have visited in the past. I can tell that he believed in the product he was selling and that goes a long way in my book. Any salesman can sell anything, but this experience didn't so much feel like just a sale. He made sure we were gettin exactly what we wanted and for a great price. ",5,
917,13-Feb-16,That was a wonderful experience I've never had before.  that my wife and I leased a Hyundai Sonata at DGDG. Thanks every employee for their precessional services. ,5,
918,12-Feb-16,"Thanks for the new car, really enjoyed working with Manny Emmanuel through the buying process. Great service and also gave you all a 5 star yelp review.",5,
919,11-Feb-16,"Good price and perfect service was offered. I have no person to pick me up, so the dealer helped it. And they suggested proper options for me.",5,
920,11-Feb-16,"Mr. Yee, was great to work with and his crew were very courtius and knowledgeable about each vehicle we asked about. I have purchased many cars but this was the first new one.
I would buy another car here.",5,
921,11-Feb-16,"Had a good experience buying a Hyundai here. The entire  process was smooth everyone stayed late to get it done. Adam did a great job in the test drive, enthusiastically explained all the features of the car. Amy also covered the financing related aspects and got it done quickly which helped us out.",5,
922,09-Feb-16,all did a fantastic job.i'd recommend ryan and james for a great sales experience. The process was relatively seamless and fairly quick for a car purchase.,5,
923,06-Feb-16,"Excellent service, cater to your every need, and listen to what you want from your vehicle. Will not try to oversell you, just want you to be happy with your purchase and enjoy your experience. Great follow up service as well.",5,
925,03-Feb-16,I came in unsure if I would be able to get a car because I had just started working. Jabari took his time to help me and we left with a car that we are extremely happy with. ,5,
926,28-Jan-16,Great service happy customer. Thank you! Very happy with our new car. Felt well educated about the Hyundai Brand will definitely buy another Hyundai from here!,5,
927,28-Jan-16,"The entire experience from start to finish was a painless experience.  The salesperson and finance person were professional and friendly.  It made the process go smoothly, which helped with our satisfaction with the whole experience.",5,
928,28-Jan-16,"I was referred to Capital Hyundai through Patella Credit Union's Auto Buying Service. Ryan, our salesman, was polite, knowledge, and very friendly. Everything went so easy and fast. I told him we had been to Ikea earlier on Saturday and buying this car was so much easier and stress free than buying a few things at Ikea! Best car buying experience I ever had, thanks to Ryan and Capital Hyundai. ",5,
929,22-Jan-16,"I got a new 2016 Hyundai Sonata through their uber leasing program. The girl that helped news amazing, patient and nice. Would definently come back for service and maintenance and would recommend this dealership. ",5,
930,20-Jan-16,"Very friendly, attentive and supportive employees at Capital Hyundai. I was given all the possible choices and savings options to purchase my vehicle. I was out in no time with my favorite Santa Fe Sports Vehicle. 
",5,
931,20-Jan-16,Satisfied with service and price. Will go to first maintenance and will see how it going in Hyundai. This is my firs Hyundai. Good job.,5,
932,20-Jan-16,"Capitol Hyundai is a excellent dealership, this is my 2nd time buying in here already. Nice service, good price, and sample doc, I will be back for next time. ",5,
933,19-Jan-16,"I was not looking forward to new car shopping, mostly dreading the hard sales pitch and not be able to leave, etc. But Elwira and staff were friendly and made it fun. Elwira made extra effort in time to locate the specific Santa Fe Sport we were looking for. Thank you",5,
934,19-Jan-16,Steven Yee was clear and knowledgeable about the car we where purchasing. He never pressured us at all and that was a rarity in my experiences with other car sales personnel. I would recommend Steven to anyone as a point-of-contact at Capital Hyundai.,5,
935,19-Jan-16,"Our sales associate Elwira was friendly, informative, and profetional. She asked what our needs were and helped us find it. We liked that all of the staff at Capitol Hyundai were friendly and NOT pushy like other dealerships. Excellent customer service! We would definitely come back.",5,
936,18-Jan-16,Particularly pleased with the finance department!  We didn't finance the car but we were told about the Costco programs for pre-paid maintenance and extended service contracts and were thrilled to learn of the cost savings!,5,
937,16-Jan-16,When starting the process for searching for a vehicle you want it to be as easy as possible. After being basically scammed at another dealership we walked into Capitol Hyundai and we almost immediately knew we made the right decision. I had been in contact with Mannie on and off for a few weeks and found him easy to talk to and he found what I was looking for immediately. After a great test drive we sat down and did some negotiations to which we decided the lease would be the best option. ,5,
938,16-Jan-16,I really appreciate the service of the dealership however I cannot remember the name of the employee who sold me my car I do hope it's on file so he gets a good review as well! Thank you! :) ,5,
941,12-Jan-16,Adam Ramsdell was a very helpful person. He greeted my husband and I as soon as we got out of our vehicle. New much about cars and the product that he was selling to us. What we liked best was that he was personable. At the time of negotiating the APR we felt that the finance person was a bit aggressive. Ended up with a great APR. Thanks for your assistance! ,5,
942,10-Jan-16,I was very particular with wanting the 2016 Tucson in Caribbean blue with AWD and the ultimate package. Original time estimate was March 2016 but Manny found one December so I got my car earlier than expected. ,5,
943,09-Jan-16,"I used to hate going car shopping/purchasing.  I couldn't stand the experience.  The badgering from the sales person, and then his/her manager (the closer), and then as if that wasn't enough you get abused by the finance person.  At Capitol Hyundai you experience nothing like that.  At least from my experience, my mother-in-law's experience and my nephew's experience.  We all purchased vehicles this year from this place and we all say the same thing... SIMPLE.  They make it so simple to feel that you made a great decision for a great price on a great vehicle. ",5,
944,07-Jan-16,See my Yelp review to see my true feelings about this dealership.  I go out of my way to shop with this dealership even though it is over 2 hours away from my home.,5,
946,05-Jan-16,"We loved our experience at Capitol Hyundai, we will get our cars here in the future. we loved our salesman and we also loved the finance guy, he was very thorough too",5,
947,04-Jan-16,"I came in to get service on my Hyundai Santa Fe and was curious about the new 2015 Genesis.  I have been reading online about the car and was very impressed.  Ruben answered all my questions and due to the wonderful deal they had running at Capitol Hyundai, I ended up driving home a new Genesis!  Very happy with the car and the car buying experience.",5,
948,04-Jan-16,it was a good experience and everything went well and I feel that the price and promotions were just as explained.  thank you for all of your help during this purchase.,5,
949,03-Jan-16,I was bery pleased whit taraneka she was bery professional i recomed capitol hyundai is nace dealership i recomend this dealership gradt customer servise good team ,5,
950,01-Jan-16,I really love my 2016 Hyundai Santa Fe Sport Turbo 5 passenger with Preium Package.  The SUV is very roomy and comfortable in the front and back seats.  It's very fun to drive and has great horsepower and torque.  I hope one day they can increase the horsepower and torque to 300+.,5,
951,01-Jan-16,Very positive for us. We had a pleasant experience. We had no rush. The environment was calm and relaxed. Everybody tried to help us anyway they could. We left on a very positive note,5,
954,29-Dec-15,"Very happy with the dealership. 
Have been associated with Steven for a several years and this is my second car at the dealership. I have already recommended to a few of my friends. ",5,
957,25-Dec-15,I love my car and the staff was excellent . Only financing department was stressful. He did nt wanna take NO for an answer . Gave me a headache ,5,
958,24-Dec-15,Great experience.  Everyone we talk to was very professional. I was able to test drive a couple of vehicle with no hassle.  Josh was awesome.  Thanks capital Hyundai,5,
959,22-Dec-15,Everyone in the dealer was friendly and accommodative. I had a great experience buying my first car. They stayed back late on a Sunday night to help me out with everything. I would definitely recommend this dealer to my friends. ,5,
960,22-Dec-15,"Like I said everyone was friendly,professional,I was a little nervous 
but once I got started talking Mannie the sale person.He answer all my questions.Thank you all.I got my Xmas early.",5,
961,21-Dec-15,"Great experience, very friendly staff, offered best deals! Highly recommended if you want to buy a Hyundai.
Personally would like to recommend Adam, who's a salesperson at this dealership. The best car salesman I found during my car hunt!",5,
962,20-Dec-15,Dealer responded quickly and openly to my internet price quote.  Delivered exact car I wanted at that price with no hassle. Would recommend to others.,5,
963,19-Dec-15,"James is an excellent representative at the dealership.  He offered us the right type of vehicle to meet our needs and explained us how vehicle lease works because this is our first experience to lease a car.  Thanks so much, James!",5,
964,18-Dec-15,Very friendly and knowledgeable. Answered all my questions. He got me in an out quickly. I love my new car. Best sales man in my opinion.,5,
965,17-Dec-15,James Lee is a friendly car sale representative at Capitol Hyundai. He is straight forward with but he is not pushy and that made the process in buying my Sonata SE Hybrid a pleasant experience.,5,
966,17-Dec-15,"I stopped by Capitol Hyundai to test drive and discuss commercials on a specific Genesis configuration after eyeing the car on the roads for months. After the test drive, I was ready to purchase it but couldn't agree on the price so I walked away. A few days after, we reached a price agreement on a higher, fully loaded model with the Internet Manager over email. I walked in and closed the purchase. From that point on, it turned out to be the most pleasant car buying experience I have ever had. Professional, helpful, communicative staff. ",5,
968,16-Dec-15,"As I stated earlier in the Hyundai Customer Satisfaction Survey,...I'd like to extend a special ""Thank-You"" to Steven Yee as well as Casey Wilson of the Sales Dept' and Amy Loeuve in Finance for making my purchase experience a thoroughly enjoyable ONE!!!!!...They truly are professional and a great credit to Hyundai Motor America!!!!! ",5,
969,16-Dec-15,"I purchased a 2016 Hyundai Sonata at Capitol Hyundai in San Jose, CA and had an excellent experience all around. I visited a couple of times, test driving different models and hybrids. My salesman, Anthony Martinez, was professional, courteous and mindful of my time and requirements. Once I decided on the car, the price negotiation and paperwork moved pleasantly quickly and the car is beyond my expectations.  I would highly recommend Anthony and Capitol Hyundai.",5,
971,16-Dec-15,This is the best experience I've ever had buying a new car. It is also the quickest I've gotten through the entire process. This was a most enjoyable process. ,5,
972,16-Dec-15,"There's really nothing to it. I had a need, and they fulfilled it beyond my expectations. Buy here, unless you hate money, service, or yourself.",5,
973,15-Dec-15,Everything went smoothly and I couldn't have asked for a better experience buying my first car! They were very helpful and not pushy at all so it was a perfect environment to feel comfortable making a big purchase.,5,
974,15-Dec-15,Amazing customer service. Staff was friendly and professional. Would definitely recommend. Thank you for a great and memorable sales experience. I appreciate the solid overall experience.,5,
976,14-Dec-15,I have purchased three new Hyundai vehicles and Capitol is the best dealership of all hands down.  I will recommend Capitol to all my friends and family looking for a great new car!,5,
977,13-Dec-15,"I bought my pretty car here and the experience was fast and stress free.  The salesperson Manny was wonderful and all my needs were met in a fast and efficient manner.  It was great and I honestly believe I could not have gotten a better deal anywhere else or had the knowledgable, kind Salesperson (Manny) anywhere else.  It was stress free and easy and it only took a little bit of my day.  I drove out with a brand new Elantra and I couldn't be happier.  ",5,
980,09-Dec-15,I FOUND CAPITAL HYUNDAI TO BE TRULY GREAT. THEY WERE VERY HELPFUL IN SALING ME A VERY NICE CAR. CAPITAL HYUNDAI HAS AN AWESOME TEAM..,5,
981,08-Dec-15,Going to Capital Hyundai was the best experience that I had ever. professional and Friendly workers make everything ready and easy for you . I recommend Capital Hyundai to all my friends and family.,5,
983,08-Dec-15,"When Ryan told me ""i can do better' from the AD on internet, I knew he is the right sales to get me the car i wanted the price i wanted",5,
984,06-Dec-15,The salesperson were extremely helpful and made my buying experience a pleasant one. I would recommend this dealership to my friends and family. Thank you for your professionalism. ,5,
985,04-Dec-15,"Adam informed me of everything that I needed to know. During the down time, Adam kept it lively and interesting by telling my wife and I of his Nascar/ racing experience. This is my first ""new"" car and it was enjoyable. Thank you Adam and Hyundai for making this an easy, fast and wonderful first car experience.",5,
986,03-Dec-15,"We first drove the Genesis, at this dealership, in mid October. We were on our way home from a visit with relatives nearby and decided to take a look at the car. We had a great experience with the salesman and really liked the car. After driving many other cars, along with the Genesis again over several weeks, but this time closer to our home, we decided on the Genesis.  And we decided to drive all the way back to Capitol Hyundai, to buy our car, if we could make the right deal. Why? The people there were genuinely friendly. They never seemed like they were ""car salesman"", if you know what I mean. No pressure, no false answers to questions, no sales pitches and no negative feelings as we left the dealership.  They were low keyed, positive and attentive to our needs.  I then dealt with the internet specialist to come to an agreement on price.  He answered all our questions and needs quickly and politely. Then sent us an email with a summary of our deal. So we drove 186 miles back to Capitol Hyundai to buy our car. Great price, great people, great dealership. It was a truly pleasurable experience buying a car there. I just wish we lived closer, to have them service our car.",5,
987,03-Dec-15,"The entire staff was friendly, courteous, informative and low pressure.  I am thrilled with my new Elantra and have already recommended the dealership to several people.  My salesperson, Ninous Chimaki, was very professional and helpful in making sure my entire car buying experience was an outstanding one!",5,
988,02-Dec-15,"DGDH Hyundai made buying a vehicle straight forward and easy.. Thanks to Ron, Gus, Sam and Steve. I would Highly recommend this dealership to anyone.",5,
990,01-Dec-15,"Professionalism best describes this dealership, the buying experience was painless and straightforward. I serviced my previous Genesis at Capital and always happy with the experience which led me to consider them for purchasing new vehicle.  It should be noted that I was not pre-disposed to buying a Genesis when I agreed to a meeting. ",5,
991,01-Dec-15,"This was our first time buying a car and it was an easy experience. The sales associate was very helpful and answered questions. I had never looked at this brand of car, but after test driving it was great. ",5,
992,30-Nov-15,"This dealership is the standard in what dealerships should be. They are honest people and you never ever feel like you're being pressured to buy anything. Our salesman Eric Wong took good care of me and my family. This is our second car we get here and we couldn't be more pleased. From the management of the finance department, they always make you feel good. ",5,
993,30-Nov-15,Very nice people. Very good customer service. They treated me like a family member. I wish you guys a very good luck. Ms. T is one of the best asset in your company.,5,
994,30-Nov-15,"After my first Hyundai was totalled in an accident, Capitol Hyundai was my first choice to buy a new vehicle.  I trust them to sell me what I need.",5,
995,28-Nov-15,I wasn't planning on purchasing a vehicle until May 2016. I was just going to look to get a better idea on a Hyundai since I owned a Toyota. Montana greeted me and the rest is history. I left w/a 2016 Hybrid Sonata. I am very pleased w/this decision so far. I would recommend Capitol Hyundai to anyone who would listen.,5,
997,24-Nov-15,"The salesman was knowledgeable and was able to find us the perfect car on the first try. Between the salesman and the finance specialist, they were able to get me the best price for our trade in, and the best price on my new vehicle. ",5,
998,24-Nov-15,Buying experience was great and Nicholas especially was a pro that made the process super easy and stress free! I would definitely come here again when buying a car in the future.,5,
999,23-Nov-15,I told the dealer what I wanted and what monthly I wanted to pay. They called back within 5 minutes and gave me the deal that I couldn't get anywhere in L.A.,5,
1000,21-Nov-15,"If you are looking to buy a Hyundai, this is the dealership you need to go to! Fair pricing, no hard sell. Very nice experience.",5,
1001,20-Nov-15,Shout out to Steve and Ken Gordon and Tommy. I have also been talking to my friend to buy a car from this dealer ship as well.,5,
1002,18-Nov-15,"It was an amazing experience.  Thank you Taraneka. She was very warm and inviting in her presentation. She made me feel secure and welcome. Any nervous feeling that may have existed before ai got there were illuminated by her. I Ccan honestly say I'm Glad to be a Hyundai owner. Thanks Again. 
",5,
1003,17-Nov-15,I have excellent  experience buying car at Capitol Hyundai. The sales person was very friendly and provide all necessary information about cars. We did Tucson 2016 test drive with features overview.  The process on negotiation didn't took too long and I got a good price.  Thanks Dale Esters  for good experience. ,5,
1005,16-Nov-15,Overall very good experience and all went well going in with the Costco fixed price plan. I bought my first Hyundai at Capital Hyundai and always had a good experience their.  ,5,
1006,15-Nov-15,We love our new Hyundai Santa Fe. Great service and hands down best warranty inside and out. Would definitely recommend capitol Hyundai for their excellent customer service and smooth purchasing process.,5,
1007,14-Nov-15,The dealership is set up very well. Courteous & well trained sales staff and competent service staff. Prompt service and I was kept informed through out on the progress of getting my car to me.,5,
1008,14-Nov-15,"Montana Mason our salesperson made the whole experience great. He was never pushy, super friendly and accomadating. Raiza was also very helpful with the financing as well.",5,
1009,11-Nov-15,From start to finish Ryan handled my sale in a very courteous and professional manner. I was in and out of the dealership in a little over an hour and couldn't be happier with my new Sonata Sport. Awesome service! ,5,
1010,10-Nov-15,Dale & Amy were very helpful and spent the right amount of time walking me through everything that mattered before I picked up my brand new Tucson. ,5,
1012,09-Nov-15,"Hyundai Sonata is really a great car, I enjoy driving it, a good choice quality/price, good in G/mlg, comfortable and strong engine, I recommend strongly hyounday",5,
1013,06-Nov-15,Steven and Amy did everything possible to make sure I was leaving with the car I wanted at the monthly rate I could afford! Thank you Both again!,5,
1014,04-Nov-15,"My experience was very easy and all information was presented to me professionally. I originally was going to keep my leased car, but decided to buy a new car instead based on the offer that the dealer presented.",5,
1015,04-Nov-15,The entire staff made my car buying experience very easy and comfortable.  Josh was very knowledgeable and Reza was very pleasant and kind.  Everyone had bright smiles on their faces and were warm and welcoming .,5,
1017,03-Nov-15,Everything was clear and concise. We were able to negotiate a great interest rate and monthly payment. It was a great first time car buying experience.,5,
1019,31-Oct-15,"Good customer service better price compare to other dealers in California, I wil refer my friend anybody wants to purchase a car in california. Good service.",5,
1020,30-Oct-15,Manny was great. Good customer experience. Happy with my new car. He was helpful and made sure I got exactly what I was asking for. ,5,
1021,29-Oct-15,"Ninous he's the best of the best , if you need help go ask him to help you 
He was help me more than in off ",5,
1022,28-Oct-15,I enjoyed my experience with Capitol Hyundai on the day of my purchase! Kenneth Gordon was simply the best Salesman any first buyer could ask for! ,5,
1023,27-Oct-15,"Helped me all along the way, from insurance to financing. Given that I had to leave the dealership to get checks, then come back, and then get insurance, it wasn't an easy process, and he helped me until everything was solved.",5,
1024,26-Oct-15,"Excellent Sales and support by Capitol Hyundai.  No pressure sales and no up selling.
I did ask to compare and test drive the upscale model and it was promptly provided.",5,
1028,20-Oct-15,I left the dealership content with my purchase.Everyone was very friendly and helpfull. I did not feel preassured or anything of that sort. Thank you ! ,5,
1029,20-Oct-15,I have bought 2 vehicles from this dealership. Both times it was pleasant experience. Everyone I met were professionals and helped me with my questions. In both cases I got what I expected for the price I expected. Nothing to complain.,5,
1030,17-Oct-15,"They need to be little more careful when driving cars, we purchased my daughters car at night everything looked good until the next morning we went out too look at car and the car was damaged rear right and hubcap, notified my salesmen right away and he made us an appt to have the car fixed!",5,
1031,17-Oct-15,"I am tremendously pleased with both my new Hyundai Elantra Sport, and also with the competent and courteous service extended to me by the sales staff.",5,
1032,15-Oct-15,very happy with my car and services that I received from Steven yee..Plus my family drives all Hyundai cars that where purchased from this dealership..,5,
1033,14-Oct-15,"My vehicle purchasing experience was mazingly wonderful.  I could not have asked for a better experience.  Every one was professional, helpful and pleasant. I love my car and appreciate the time the salesman went over everything about the car and set up blue tooth, blue link, radio stations, etc.  I Could not have been happier with my total  Hyundai experience.",5,
1035,10-Oct-15,The best car buying experience I have ever had....My second car from Capitol Hyundai and it wont be the last. I was in and out in no time with the car I wanted and could not have been happier!! ,5,
1037,08-Oct-15,"Steven is an excellent professional. Helpful, no pressure, listener, went above and beyond. Had many offers to buy a hyundai elsewhere but chose Steven and Capitol hyundai for the way they treated us and the deals they gave. Manny was also very helpful and no pressure. ",5,
1038,08-Oct-15,"I came to Capitol Hyundai for my new car as my old one had nearly 170k miles on it. The sale man was so nice. I scheduled the first test drive, but due to some personal reason, I could not make it. But the sale man was about asking me nicely for another test drive. I picked another day, came to test another car. I sent him many emails asking about many different cars, and got reply on all of them. And after some more days, I came back and decided to go with another car, the Sonata Sport 2015.
The paper work was just about 15 mins, and I was good to go with my new car.
Really really happy with the service and the car. Thank you so much!",5,
1039,08-Oct-15,"Got a car that fits at a price that fits too.
My first Hyundai, my first Hybrid.
The value appears to be great!!!
So far, so good.",5,
1040,07-Oct-15,"Bought 2015 Sonata Limited 2.4 from Capitol Hyundai. Took my time to do so, looked online, stop by at dealership few times, talked to Ruben who was always patient and had answers to my questions. After a month and a half drove away with brand new Sonata in Quartz White, my second new car in 19 years. Sonata is a great car , got longer warranty so it should last for long time ""knock on the wood"" :). When looking for my next car Capitol Hyundai will be the first dealership I will contact. Haven't rated ""Quality of work"" since I have not put enough miles on my car to have any work done but if my buying experience is any indication then that will be another 5 stars. Great experience.",5,
1042,03-Oct-15,"Nicholas Thomas was very friendly and did not make me feel pressured to purchase a car. He was very knowledgeable about his inventory and the features on the car that I was looking to get. I ended up purchasing a car that day, and am very happy with my decision. ",5,
1043,03-Oct-15,My first visit I was greeted by Sarin and I wanted to gather information on my options for cars. Sarin was excellent in letting me know which cars met my needs. I really enjoy their Kelley Blue Book policy because it saved a lot of time from haggling on car prices. I left that day and returned a week later after making my decision. Sarin remembered what I wanted and made the process painless!,5,
